name, desc, gmina, powiat, wojew
Aleksandrówka,część miasta Nowy Sącz,Nowy Sącz,Nowy Sącz,małopolskie
Aleksandrówka,część wsi Wólka Smolana,Brochów,sochaczewski,mazowieckie
Aleksandrówka,wieś,Szypliszki,suwalski,podlaskie
Aleksewo,część wsi Stare Łubki,Bulkowo,płocki,mazowieckie
Alfonsów,wieś,Paradyż,opoczyński,łódzkie
Alin,część wsi Lubiejew,Sochaczew,sochaczewski,mazowieckie
Alojzów,wieś,Iłża,radomski,mazowieckie
Altanka,wieś,Sochaczew,sochaczewski,mazowieckie
Amandów,wieś,Pietrowice Wielkie,raciborski,śląskie
Amelin,wieś,Siemień,parczewski,lubelskie
Ameryka,część wsi Nowy Jasiniec,Koronowo,bydgoski,kujawsko-pomorskie
Ameryka,część wsi Biała,Rząśnia,pajęczański,łódzkie
Ameryka,kolonia,Olesno,oleski,opolskie
Ameryka,część wsi Sulicice,Krokowa,pucki,pomorskie
Ameryka,część wsi Drawsko,Drawsko,czarnkowsko-trzcianecki,wielkopolskie
Anachów,przysiółek wsi Kazimierz,Głogówek,prudnicki,opolskie
Anastazów,wieś,Bełchatów,bełchatowski,łódzkie
Anczykówka,część wsi Gnojnik,Gnojnik,brzeski,małopolskie
Andryjanki,wieś,Boćki,bielski,podlaskie
Andrzejewo,wieś,Szypliszki,suwalski,podlaskie
Andrzejki,wieś,Łomża,łomżyński,podlaskie
Andrzejów,wieś,Urszulin,włodawski,lubelskie
Andrzejów,część wsi Piaski,Zduńska Wola,zduńskowolski,łódzkie
Andrzejów,wieś,Przyłęk,zwoleński,mazowieckie
Andrzejówka,część wsi Gronówek,Złoczew,sieradzki,łódzkie
Andrzejówka-Kolonia,część wsi Andrzejówka,Mircze,hrubieszowski,lubelskie
Anglity,kolonia,Pasłęk,elbląski,warmińsko-mazurskie
Anielewo,część wsi Małe Pułkowo,Dębowa Łąka,wąbrzeski,kujawsko-pomorskie
Anielin,wieś,Annopol,kraśnicki,lubelskie
Anielin,wieś,Poświętne,opoczyński,łódzkie
Anielin,wieś,Gostynin,gostyniński,mazowieckie
Anielin,część miasta Otwock,Otwock,otwocki,mazowieckie
Anielin,wieś,Żelazków,kaliski,wielkopolskie
Anielina,część miasta Mińsk Mazowiecki,Mińsk Mazowiecki m,miński,mazowieckie
Anielki,kolonia wsi Wygnanka,Kąkolewnica,radzyński,lubelskie
Anielpol,wieś,Kraśniczyn,krasnostawski,lubelskie
Aniołka Pierwsza,wieś,Trzcinica,kępiński,wielkopolskie
Aniołowo,wieś,Pasłęk,elbląski,warmińsko-mazurskie
Anna,część wsi Majków,Skarżysko Kościelne,skarżyski,świętokrzyskie
Annobór-Kolonia,kolonia,Lubartów,lubartowski,lubelskie
Annopol,wieś,Hrubieszów,hrubieszowski,lubelskie
Annopol,wieś,Szczawin Kościelny,gostyniński,mazowieckie
Annopol,wieś,Strachówka,wołomiński,mazowieckie
Annopol Duży,wieś,Czerniewice,tomaszowski,łódzkie
Annopole Stare,wieś,Zduńska Wola,zduńskowolski,łódzkie
Annowo,wieś,Łabiszyn,żniński,kujawsko-pomorskie
Annów,wieś,Czerniewice,tomaszowski,łódzkie
Anonin,wieś,Stanin,łukowski,lubelskie
Anteczków,osada,Piaski,gostyński,wielkopolskie
Antolka,wieś,Książ Wielki,miechowski,małopolskie
Antonie,wieś,Olszewo-Borki,ostrołęcki,mazowieckie
Antoniew,część miasta Kutno,Kutno m,kutnowski,łódzkie
Antoniew,wieś,Głowno,zgierski,łódzkie
Antoniewko,osada leśna,Bierzwnik,choszczeński,zachodniopomorskie
Antoniewo,część wsi Kuczwały,Chełmża,toruński,kujawsko-pomorskie
Antoniewo,część wsi Zielona,Ojrzeń,ciechanowski,mazowieckie
Antoniewo,osada,Morąg,ostródzki,warmińsko-mazurskie
Antoniewo,osada leśna,Skoki,wągrowiecki,wielkopolskie
Antonin,osada,Cieszków,milicki,dolnośląskie
Antonin,wieś,Burzenin,sieradzki,łódzkie
Antonin,wieś,Prabuty,kwidzyński,pomorskie
Antonin,osada,Przygodzice,ostrowski,wielkopolskie
Antonina,wieś,Rusiec,bełchatowski,łódzkie
Antoninek,wieś,Kołbiel,otwocki,mazowieckie
Antoninów,część wsi Tumusin,Poddębice,poddębicki,łódzkie
Antoninów,kolonia wsi Gozna,Jędrzejów,jędrzejowski,świętokrzyskie
Antoniów,wieś,Stara Kamienica,jeleniogórski,dolnośląskie
Antoniów,część wsi Wola Blakowa,Lgota Wielka,radomszczański,łódzkie
Antoniów,wieś,Skaryszew,radomski,mazowieckie
Antoniów,kolonia,Kruszyna,częstochowski,śląskie
Antoniów,wieś,Bałtów,ostrowiecki,świętokrzyskie
Antoniówek,część kolonii Buczek,Dwikozy,sandomierski,świętokrzyskie
Antoniówka,wieś,Krynice,tomaszowski,lubelskie
Antoniówka,wieś,Jedlnia-Letnisko,radomski,mazowieckie
Antoniówka Wilczkowska,wieś,Maciejowice,garwoliński,mazowieckie
Antonowo,kolonia,Orla,bielski,podlaskie
Antonówka,wieś,Chodel,opolski,lubelskie
Antońka,część wsi Grochowe,Tuszów Narodowy,mielecki,podkarpackie
Antosin,wieś,Wiżajny,suwalski,podlaskie
Anusin,wieś,Siedliszcze,chełmski,lubelskie
Anusin,wieś,Zadzim,poddębicki,łódzkie
Anusinek,przysiółek wsi Kąty Węgierskie,Nieporęt,legionowski,mazowieckie
Apolonia,wieś,Wodzierady,łaski,łódzkie
Aptynty,osada,Barciany,kętrzyński,warmińsko-mazurskie
Archutowo,wieś,Bodzanów,płocki,mazowieckie
Arciszewo,wieś,Boniewo,włocławski,kujawsko-pomorskie
Arendarczykówka,część wsi Raba Wyżna,Raba Wyżna,nowotarski,małopolskie
Argentyna,część miasta Zawiercie,Zawiercie,zawierciański,śląskie
Arklity,osada,Barciany,kętrzyński,warmińsko-mazurskie
Arntowo,część miasta Wieleń,Wieleń,czarnkowsko-trzcianecki,wielkopolskie
Arynów,wieś,Mińsk Mazowiecki,miński,mazowieckie
Atalin,wieś,Zwoleń,zwoleński,mazowieckie
Augamy,wieś,Górowo Iławeckie,bartoszycki,warmińsko-mazurskie
Augustowo,wieś,Strzegowo,mławski,mazowieckie
Augustowo,wieś,Wielichowo,grodziski,wielkopolskie
Augustów,przysiółek wsi Giebułtów,Mirsk,lwówecki,dolnośląskie
Augustów,wieś,Grabów nad Pilicą,kozienicki,mazowieckie
Augustów,część miasta Warszawa,Warszawa,Warszawa,mazowieckie
Augustówka,część wsi Drelów,Drelów,bialski,lubelskie
Augustówka,przysiółek wsi Wierzenica,Swarzędz,poznański,wielkopolskie
Augustynowo,część wsi Jędrychowo,Kisielice,iławski,warmińsko-mazurskie
Augustynów,wieś,Dąbie,kolski,wielkopolskie
Aulakowszczyzna,wieś,Korycin,sokólski,podlaskie
Awuls,część wsi Bełcząc,Czemierniki,radzyński,lubelskie
Baba,osada,Mogilno,mogileński,kujawsko-pomorskie
Baba,wieś,Łyse,ostrołęcki,mazowieckie
Babczów,wieś,Kobiele Wielkie,radomszczański,łódzkie
Babi Dwór,osada,Okonek,złotowski,wielkopolskie
Babia,wieś,Rzgów,koniński,wielkopolskie
Babia Góra,część wsi Bysina,Myślenice,myślenicki,małopolskie
Babia Góra,przysiółek wsi Ostrołęka,Przytyk,radomski,mazowieckie
Babia Góra,część wsi Czernica,Gaszowice,rybnicki,śląskie
Babiak,część wsi Nowy Borek,Błażowa,rzeszowski,podkarpackie
Babianka,kolonia,Parczew,parczewski,lubelskie
Babiarze,przysiółek wsi Łętownia,Nowa Sarzyna,leżajski,podkarpackie
Babica,część wsi Zagórze,Niepołomice,wielicki,małopolskie
Babice,część wsi Załuczne,Czarny Dunajec,nowotarski,małopolskie
Babice,część wsi Kramarzówka,Pruchnik,jarosławski,podkarpackie
Babice-Kolonia,kolonia wsi Babice,Trojanów,garwoliński,mazowieckie
Babie,część wsi Suków,Daleszyce,kielecki,świętokrzyskie
Babie Ławy,kolonia wsi Czermno,Skępe,lipnowski,kujawsko-pomorskie
Babiec-Wrzosy,kolonia,Rościszewo,sierpecki,mazowieckie
Babięty,przysiółek wsi Jeleniowo,Dźwierzuty,szczycieński,warmińsko-mazurskie
Babiki,część wsi Obidza,Łącko,nowosądecki,małopolskie
Babimost,miasto,Babimost,zielonogórski,lubuskie
Babin,wieś,Strzałkowo,słupecki,wielkopolskie
Babina,wieś,Widawa,łaski,łódzkie
Babiniec,część wsi Rożnowice,Biecz,gorlicki,małopolskie
Babino,wieś,Choroszcz,białostocki,podlaskie
Babiocha,część wsi Zalesie,Wartkowice,poddębicki,łódzkie
Babki,wieś,Mosina,poznański,wielkopolskie
Baboniówka,część wsi Chojnik,Gromnik,tarnowski,małopolskie
Babrosty,wieś,Pisz,piski,warmińsko-mazurskie
Babski Borek,osada leśna,Wiskitki,żyrardowski,mazowieckie
Babusiów,część wsi Pruchna,Strumień,cieszyński,śląskie
Baby,wieś,Ciechanów,ciechanowski,mazowieckie
Baby Dolne,wieś,Gostynin,gostyniński,mazowieckie
Bachledzki Wierch,część miasta Zakopane,Zakopane,tatrzański,małopolskie
Bacholin,część wsi Dziewki,Siewierz,będziński,śląskie
Bachorza,część wsi Chodeczek,Chodecz,włocławski,kujawsko-pomorskie
Bachorza-Kolonia,część wsi Bachorza,Sokołów Podlaski,sokołowski,mazowieckie
Bachorzew,wieś,Jarocin,jarociński,wielkopolskie
Bachorzyn,wieś,Buczek,łaski,łódzkie
Bachórka,część wsi Lubomin Leśny,Boniewo,włocławski,kujawsko-pomorskie
Bachulowa,część wsi Osielec,Jordanów,suski,małopolskie
Bacieczki,część miasta Białystok,Białystok,Białystok,podlaskie
Baciuty,wieś,Turośń Kościelna,białostocki,podlaskie
Bacówka,część wsi Ponice,Rabka-Zdrój,nowotarski,małopolskie
Bacze Mokre,wieś,Zambrów,zambrowski,podlaskie
Baczki,wieś,Łochów,węgrowski,mazowieckie
Baczyn,wieś,Budzów,suski,małopolskie
Baczyńscy,kolonia wsi Ochrymy,Narewka,hajnowski,podlaskie
Badowo-Mściska,wieś,Mszczonów,żyrardowski,mazowieckie
Badunie,część wsi Zielonka,Raniżów,kolbuszowski,podkarpackie
Bagatelka,wieś,Sokolniki,wieruszowski,łódzkie
Bagienica,wieś,Gostycyn,tucholski,kujawsko-pomorskie
Bagienice,wieś,Przytuły,łomżyński,podlaskie
Bagienice Nowe,wieś,Kuczbork-Osada,żuromiński,mazowieckie
Bagieniec,wieś,Jaworzyna Śląska,świdnicki,dolnośląskie
Bagienki,część wsi Pogorzel,Osieck,otwocki,mazowieckie
Bagienko,część wsi Zełwągi,Mikołajki,mrągowski,warmińsko-mazurskie
Bagińskie,wieś,Grabowo,kolneński,podlaskie
Bagna,część wsi Targanice,Andrychów,wadowicki,małopolskie
Bagna,przysiółek wsi Przystajń,Przystajń,kłobucki,śląskie
Bagniewko,osada,Biały Bór,szczecinecki,zachodniopomorskie
Bagnity,przysiółek wsi Surzyki Wielkie,Małdyty,ostródzki,warmińsko-mazurskie
Bagno,część wsi Grabanów,Biała Podlaska,bialski,lubelskie
Bagno,część wsi Wólka Zabłocka,Serniki,lubartowski,lubelskie
Bagno,część miasta Brzesko,Brzesko,brzeski,małopolskie
Bagno,część miasta Brzeszcze,Brzeszcze,oświęcimski,małopolskie
Bagno,część wsi Głuchówek,Przesmyki,siedlecki,mazowieckie
Bagno,kolonia,Gródek,białostocki,podlaskie
Bagno,część wsi Koniaków,Istebna,cieszyński,śląskie
Bagno,wieś,Nowe Miasto Lubawskie,nowomiejski,warmińsko-mazurskie
Bagnowski Dwór,przysiółek wsi Nowe Bagienice,Mrągowo,mrągowski,warmińsko-mazurskie
Bagrówka,część wsi Kozy,Kozy,bielski,śląskie
Bajdy,część wsi Niegłowice,Jasło,jasielski,podkarpackie
Baje,część wsi Stare Miasto,Leżajsk,leżajski,podkarpackie
Bajerska Maszyna,część wsi Zawoja,Zawoja,suski,małopolskie
Bajorek,część wsi Motycze Poduchowne,Gorzyce,tarnobrzeski,podkarpackie
Bajorki,osada,Srokowo,kętrzyński,warmińsko-mazurskie
Bajory Małe,wieś,Srokowo,kętrzyński,warmińsko-mazurskie
Bajwaki,część miasta Szczuczyn,Szczuczyn,grajewski,podlaskie
Baków,przysiółek wsi Mąchocice Kapitulne,Masłów,kielecki,świętokrzyskie
Balarówka,część wsi Krościenko nad Dunajcem,Krościenko nad Dunajcem,nowotarski,małopolskie
Balcarzówka,część wsi Osielec,Jordanów,suski,małopolskie
Balczakowa,część wsi Krzeczów,Lubień,myślenicki,małopolskie
Baldwinowice,wieś,Ciepłowody,ząbkowicki,dolnośląskie
Balewo,osada,Mikołajki Pomorskie,sztumski,pomorskie
Balice,wieś,Gnojno,buski,świętokrzyskie
Balików,wieś,Żychlin,kutnowski,łódzkie
Balin Duży,część wsi Balin,Chrzanów,chrzanowski,małopolskie
Balnica,osada,Komańcza,sanocki,podkarpackie
Balowskie,część miasta Sanok,Sanok m,sanocki,podkarpackie
Bałamątek,wieś,Ustka,słupski,pomorskie
Bałcyny,osada,Ostróda,ostródzki,warmińsko-mazurskie
Bałdrzychów,wieś,Poddębice,poddębicki,łódzkie
Bałkany,część wsi Łuzki,Jabłonna Lacka,sokołowski,mazowieckie
Bałkówka,przysiółek wsi Podszkle,Czarny Dunajec,nowotarski,małopolskie
Bałowo,część wsi Zyndaki,Sorkwity,mrągowski,warmińsko-mazurskie
Bałucianka,wieś,Rymanów,krośnieński,podkarpackie
Bałuty,część miasta Łódź,Łódź,Łódź,łódzkie
Banachów,część wsi Szczepanów,Olszówka,kolski,wielkopolskie
Banachy,część wsi Biczyce Górne,Chełmiec,nowosądecki,małopolskie
Banasie,część wsi Pewelka,Stryszawa,suski,małopolskie
Banasiówka,przysiółek wsi Jelonki,Rudniki,oleski,opolskie
Banaszka,część miasta Białobrzegi,Białobrzegi,białobrzeski,mazowieckie
Bandrów Narodowy,wieś,Ustrzyki Dolne,bieszczadzki,podkarpackie
Bania,część wsi Tarnawa,Łapanów,bocheński,małopolskie
Bania,część wsi Sowliny,Limanowa,limanowski,małopolskie
Bania,część wsi Moszczenica Wyżna,Stary Sącz,nowosądecki,małopolskie
Bania,część wsi Policzna,Policzna,zwoleński,mazowieckie
Bania,część wsi Straszydle,Lubenia,rzeszowski,podkarpackie
Bania,wieś,Słupia (Konecka),konecki,świętokrzyskie
Banica,wieś,Uście Gorlickie,gorlicki,małopolskie
Banie Mazurskie,wieś,Banie Mazurskie,gołdapski,warmińsko-mazurskie
Baniki,część wsi Łostówka,Mszana Dolna,limanowski,małopolskie
Baniówka,część wsi Górki,Brzozów,brzozowski,podkarpackie
Bankówka,część wsi Niewierszyn,Aleksandrów,piotrkowski,łódzkie
Banówka,część wsi Świnna Poręba,Mucharz,wadowicki,małopolskie
Bańdurówka,część wsi Skawinki,Lanckorona,wadowicki,małopolskie
Bańki,wieś,Bielsk Podlaski,bielski,podlaskie
Bańska Niżna,wieś,Szaflary,nowotarski,małopolskie
Barak,wieś,Jastków,lubelski,lubelskie
Baraki,część wsi Wólka,Skrwilno,rypiński,kujawsko-pomorskie
Baraki,część wsi Jabłonna,Wyśmierzyce,białobrzeski,mazowieckie
Baraki,część wsi Bobrza,Miedziana Góra,kielecki,świętokrzyskie
Baran,część wsi Kocmyrzów,Kocmyrzów-Luborzyca,krakowski,małopolskie
Baranek,część wsi Giżyn,Strzegowo,mławski,mazowieckie
Barania,część wsi Cisiec,Węgierska Górka,żywiecki,śląskie
Barania Szyja,osada leśna wsi Zbulitów Mały,Wohyń,radzyński,lubelskie
Baranie Góry,osada,Skrwilno,rypiński,kujawsko-pomorskie
Baraniec,część wsi Wola Łagowska,Łagów,kielecki,świętokrzyskie
Baranki,wieś,Juchnowiec Kościelny,białostocki,podlaskie
Baranowice,wieś,Wąsosz,górowski,dolnośląskie
Baranowice,część wsi Drogomyśl,Strumień,cieszyński,śląskie
Baranowo,wieś,Kruszwica,inowrocławski,kujawsko-pomorskie
Baranowo,wieś,Wielbark,szczycieński,warmińsko-mazurskie
Baranowo-Osada,część wsi Baranowo,Mosina,poznański,wielkopolskie
Baranów,część wsi Falatycze,Platerów,łosicki,mazowieckie
Baranów,część miasta Suchedniów,Suchedniów,skarżyski,świętokrzyskie
Baranówek,wieś,Pleszew,pleszewski,wielkopolskie
Baranówka,wieś,Kocmyrzów-Luborzyca,krakowski,małopolskie
Baranówka,część wsi Osielec,Jordanów,suski,małopolskie
Baranówka,część wsi Lubatowa,Iwonicz-Zdrój,krośnieński,podkarpackie
Baranówka-Leśniczówka,osada leśna,Frombork,braniewski,warmińsko-mazurskie
Barany,wieś,Pajęczno,pajęczański,łódzkie
Barany,wieś,Ełk,ełcki,warmińsko-mazurskie
Barańcowa,przysiółek wsi Zawoja,Zawoja,suski,małopolskie
Barbarka,wieś,Skała,krakowski,małopolskie
Barbarowski,część wsi Łapszanka,Łapsze Niżne,nowotarski,małopolskie
Barce,wieś,Kramsk,koniński,wielkopolskie
Barchów,wieś,Łochów,węgrowski,mazowieckie
Barcice,wieś,Stary Sącz,nowosądecki,małopolskie
Barcie,osada leśna,Cedynia,gryfiński,zachodniopomorskie
Barcikowo,wieś,Dobre Miasto,olsztyński,warmińsko-mazurskie
Barcinek,część wsi Bugaj,Pobiedziska,poznański,wielkopolskie
Barcza,część wsi Czułów,Liszki,krakowski,małopolskie
Barczewko,wieś,Barczewo,olsztyński,warmińsko-mazurskie
Barczygłów,wieś,Stare Miasto,koniński,wielkopolskie
Barda,część wsi Bojanów,Bojanów,stalowowolski,podkarpackie
Bardo,wieś,Raków,kielecki,świętokrzyskie
Bardonki,część wsi Mieszki-Różki,Ciechanów,ciechanowski,mazowieckie
Bardynówka,część miasta Skawina,Skawina,krakowski,małopolskie
Bardzlino,osada,Świeszyno,koszaliński,zachodniopomorskie
Bargłowa,część wsi Łętownia,Jordanów,suski,małopolskie
Bargłówka,część wsi Rudnik,Sułkowice,myślenicki,małopolskie
Bargowie,część wsi Tydówka,Kiernozia,łowicki,łódzkie
Barki,wieś,Cyców,łęczyński,lubelskie
Barkowo,wieś,Człuchów,człuchowski,pomorskie
Barkweda,osada,Dywity,olsztyński,warmińsko-mazurskie
Barłogi,kolonia,Tuchola,tucholski,kujawsko-pomorskie
Barłogi,wieś,Rzgów,koniński,wielkopolskie
Barłożno,wieś,Skórcz,starogardzki,pomorskie
Barniewice,część miasta Gdańsk,Gdańsk,Gdańsk,pomorskie
Barnin,część wsi Wólka Paruszewska,Boniewo,włocławski,kujawsko-pomorskie
Barnkowo,osada,Chojna,gryfiński,zachodniopomorskie
Barnówko,osada,Dębno,myśliborski,zachodniopomorskie
Barszcze,wieś,Bargłów Kościelny,augustowski,podlaskie
Barszczówka,wieś,Turośń Kościelna,białostocki,podlaskie
Bartąg,wieś,Stawiguda,olsztyński,warmińsko-mazurskie
Bartężek,wieś,Morąg,ostródzki,warmińsko-mazurskie
Bartki,osada,Dąbrówno,ostródzki,warmińsko-mazurskie
Bartkowo,wieś,Gryfino,gryfiński,zachodniopomorskie
Bartków,osada leśna,Korczew,siedlecki,mazowieckie
Bartkówka,część wsi Świnna Poręba,Mucharz,wadowicki,małopolskie
Bartlewo,osada,Polanów,koszaliński,zachodniopomorskie
Bartne,część wsi Łęki Strzyżowskie,Wojaszówka,krośnieński,podkarpackie
Bartnica,wieś,Nowa Ruda,kłodzki,dolnośląskie
Bartniki,wieś,Przasnysz,przasnyski,mazowieckie
Bartochów,wieś,Warta,sieradzki,łódzkie
Bartodzieje,wieś,Jastrzębia,radomski,mazowieckie
Bartodzieje Podleśne,część miasta Radomsko,Radomsko m,radomszczański,łódzkie
Bartodziejewice,część wsi Gaj,Jeziora Wielkie,mogileński,kujawsko-pomorskie
Bartołty Wielkie,wieś,Barczewo,olsztyński,warmińsko-mazurskie
Bartosz,kolonia,Sokołów Podlaski,sokołowski,mazowieckie
Bartoszewice,część wsi Elizanów,Chodów,kolski,wielkopolskie
Bartoszki,przysiółek wsi Stryszawa,Stryszawa,suski,małopolskie
Bartoszowa Polana,przysiółek wsi Kiczory,Lipnica Wielka,nowotarski,małopolskie
Bartoszówka,wieś,Leśna,lubański,dolnośląskie
Bartoszówka,część wsi Białka,Maków Podhalański,suski,małopolskie
Bartusie,część wsi Pewelka,Stryszawa,suski,małopolskie
Baruchowo,wieś,Baruchowo,włocławski,kujawsko-pomorskie
Barutowa,część wsi Kojszówka,Maków Podhalański,suski,małopolskie
Barwik,część wsi Budy,Trzcianne,moniecki,podlaskie
Barwinek,przysiółek wsi Kadłub,Strzelce Opolskie,strzelecki,opolskie
Barwinek,część wsi Górki,Bliżyn,skarżyski,świętokrzyskie
Barycz,wieś,Dobroń,pabianicki,łódzkie
Barycz,wieś,Łopuszno,kielecki,świętokrzyskie
Baryczka,wieś,Przyłęk,zwoleński,mazowieckie
Barzykowo,wieś,Stawiski,kolneński,podlaskie
Basen,część wsi Topiło,Hajnówka,hajnowski,podlaskie
Basin,wieś,Baranów,grodziski,mazowieckie
Basiówka,część wsi Rajcza,Rajcza,żywiecki,śląskie
Bastówka,część wsi Poręba Wielka,Niedźwiedź,limanowski,małopolskie
Baszków,osada leśna,Zduny,krotoszyński,wielkopolskie
Basznia Górna,wieś,Lubaczów,lubaczowski,podkarpackie
Baściki,część miasta Kęty,Kęty,oświęcimski,małopolskie
Batlaki,część wsi Łazy,Olszewo-Borki,ostrołęcki,mazowieckie
Batorowo,wieś,Lipka,złotowski,wielkopolskie
Batorz,wieś,Batorz,janowski,lubelskie
Batowo,osada,Lipiany,pyrzycki,zachodniopomorskie
Batyń,wieś,Rąbino,świdwiński,zachodniopomorskie
Baworowa,część miasta Leśna,Leśna,lubański,dolnośląskie
Bazarek,część wsi Dutrów,Telatyn,tomaszowski,lubelskie
Bazary,część wsi Marzenin,Września,wrzesiński,wielkopolskie
Bazydły,część wsi Kozioł,Kolno,kolneński,podlaskie
Bazylianówka,część miasta Lublin,Lublin,Lublin,lubelskie
Bażantarnia,część wsi Rakołupy,Leśniowice,chełmski,lubelskie
Bażantarnia,przysiółek wsi Żurawica,Żurawica,przemyski,podkarpackie
Bażyny,wieś,Orneta,lidzbarski,warmińsko-mazurskie
Bąbolin,wieś,Gniewkowo,inowrocławski,kujawsko-pomorskie
Bącka Huta,wieś,Sierakowice,kartuski,pomorskie
Bączal Górny,wieś,Skołyszyn,jasielski,podkarpackie
Bączki,część wsi Turośl,Turośl,kolneński,podlaskie
Bądecz,wieś,Wysoka,pilski,wielkopolskie
Bądkowo,wieś,Sońsk,ciechanowski,mazowieckie
Bądkowo-Rochny,wieś,Brudzeń Duży,płocki,mazowieckie
Bądków Pierwszy,wieś,Przykona,turecki,wielkopolskie
Bądze,wieś,Górowo Iławeckie,bartoszycki,warmińsko-mazurskie
Bądzyń,wieś,Tuszyn,łódzki wschodni,łódzkie
Bąk,przysiółek,Kcynia,nakielski,kujawsko-pomorskie
