name, desc, gmina, powiat, wojew
Górki,część wsi Bronkowice,Pawłów,starachowicki,świętokrzyskie
Górki,część miasta Żerków,Żerków,jarociński,wielkopolskie
Górki,wieś,Kamień Pomorski,kamieński,zachodniopomorskie
Górki Drugie,wieś,Gostynin,gostyniński,mazowieckie
Górki Grabińskie-Kolonia,część wsi Górki Grabińskie,Widawa,łaski,łódzkie
Górki Krajnickie,przysiółek wsi Krajnik Dolny,Chojna,gryfiński,zachodniopomorskie
Górki Małe,wieś,Brenna,cieszyński,śląskie
Górki Napękowskie,wieś,Bieliny,kielecki,świętokrzyskie
Górki Pierwsze,wieś,Gostynin,gostyniński,mazowieckie
Górki Stanisławskie,wieś,Bedlno,kutnowski,łódzkie
Górki Wielkie,wieś,Brenna,cieszyński,śląskie
Górki-Baćki,wieś,Winnica,pułtuski,mazowieckie
Górki-Leśniczówka,osada leśna,Platerów,łosicki,mazowieckie
Górkowice,część miasta Prusice,Prusice,trzebnicki,dolnośląskie
Górkówka,część wsi Spytkowice,Spytkowice,nowotarski,małopolskie
Górna,część wsi Żukówka,Błonie,warszawski zachodni,mazowieckie
Górna Cięcina,część wsi Cięcina,Węgierska Górka,żywiecki,śląskie
Górna Droga,kolonia wsi Tuczępy,Tuczępy,buski,świętokrzyskie
Górna Karczma,część wsi Markowa,Markowa,łańcucki,podkarpackie
Górna Kolonia,przysiółek wsi Micigózd,Piekoszów,kielecki,świętokrzyskie
Górna Parcela,część wsi Jaksice,Koszyce,proszowicki,małopolskie
Górna Wenecja,część wsi Wenecja,Żnin,żniński,kujawsko-pomorskie
Górna Wieś,część wsi Jasienna,Korzenna,nowosądecki,małopolskie
Górna Wieś,wieś,Błonie,warszawski zachodni,mazowieckie
Górna Wieś,część wsi Laskówka,Dynów,rzeszowski,podkarpackie
Górna Wieś,część wsi Zborowskie,Ciasna,lubliniecki,śląskie
Górna Wiśniowa,część wsi Wiśniowa,Iwierzyce,ropczycko-sędziszowski,podkarpackie
Górne,część wsi Bezwola,Wohyń,radzyński,lubelskie
Górne,wieś,Gołdap,gołdapski,warmińsko-mazurskie
Górne Brzeziny,część wsi Brzeziny,Wielopole Skrzyńskie,ropczycko-sędziszowski,podkarpackie
Górne Hureczko,część wsi Hureczko,Medyka,przemyski,podkarpackie
Górne Morgi,część wsi Morgi,Nowe,świecki,kujawsko-pomorskie
Górne Setropie,część wsi Setropie,Drobin,płocki,mazowieckie
Górne Wilkowice,część wsi Wilkowice,Wilkowice,bielski,śląskie
Górni Koniec,część wsi Grzegorzówka,Hyżne,rzeszowski,podkarpackie
Górnica,przysiółek wsi Zawoja,Zawoja,suski,małopolskie
Górnica,wieś,Trzcianka,czarnkowsko-trzcianecki,wielkopolskie
Górnie Łąki,część wsi Chorowice,Mogilany,krakowski,małopolskie
Górniki,część wsi Ustronie,Lwówek Śląski,lwówecki,dolnośląskie
Górniki,wieś,Radoszyce,konecki,świętokrzyskie
Górniowa,część wsi Lubień,Lubień,myślenicki,małopolskie
Górno,wieś,Sokołów Małopolski,rzeszowski,podkarpackie
Górnowola,wieś,Nowy Korczyn,buski,świętokrzyskie
Górny Bór,część wsi Międzyświeć,Skoczów,cieszyński,śląskie
Górny Gościniec,część wsi Osiek,Osiek,oświęcimski,małopolskie
Górny Koniec,część wsi Kokuszka,Piwniczna-Zdrój,nowosądecki,małopolskie
Górny Koniec,część wsi Stara Jastrząbka,Czarna,dębicki,podkarpackie
Górny Koniec,część wsi Leszczawka,Bircza,przemyski,podkarpackie
Górny Litacz,część wsi Brzezna,Podegrodzie,nowosądecki,małopolskie
Górny Młyn,wieś,Końskie,konecki,świętokrzyskie
Górny Siedlec,przysiółek wsi Siedlec,Bochnia,bocheński,małopolskie
Górny Śląsk,część wsi Sitaniec,Zamość,zamojski,lubelskie
Górnystok,wieś,Jasionówka,moniecki,podlaskie
Górowo,kolonia,Krzymów,koniński,wielkopolskie
Górówka,część wsi Paszyn,Chełmiec,nowosądecki,małopolskie
Górscy,część wsi Dębiaki,Tuszów Narodowy,mielecki,podkarpackie
Górski Młyn,osada,Sieroszewice,ostrowski,wielkopolskie
Górskie Domy,część wsi Jeziorzany,Liszki,krakowski,małopolskie
Górszczyzna,wieś,Kolno,kolneński,podlaskie
Góry,wieś,Janikowo,inowrocławski,kujawsko-pomorskie
Góry,część wsi Starobrzeska Kolonia,Brześć Kujawski,włocławski,kujawsko-pomorskie
Góry,część wsi Komodzianka,Frampol,biłgorajski,lubelskie
Góry,część miasta Kraśnik,Kraśnik m,kraśnicki,lubelskie
Góry,część wsi Deszkowice Pierwsze,Sułów,zamojski,lubelskie
Góry,część wsi Zachorzów,Sławno,opoczyński,łódzkie
Góry,część wsi Niedoń,Błaszki,sieradzki,łódzkie
Góry,wieś,Sokolniki,wieruszowski,łódzkie
Góry,część wsi Iwkowa,Iwkowa,brzeski,małopolskie
Góry,przysiółek wsi Pogorzyce,Chrzanów,chrzanowski,małopolskie
Góry,część wsi Lipna Wola,Słomniki,krakowski,małopolskie
Góry,część wsi Wola Skrzydlańska,Dobra,limanowski,małopolskie
Góry,część wsi Raba Niżna,Mszana Dolna,limanowski,małopolskie
Góry,część wsi Przybysławice,Kozłów,miechowski,małopolskie
Góry,część wsi Paszyn,Chełmiec,nowosądecki,małopolskie
Góry,część wsi Stańkowa,Łososina Dolna,nowosądecki,małopolskie
Góry,część wsi Kowalowa,Ryglice,tarnowski,małopolskie
Góry,część wsi Zabłędza,Tuchów,tarnowski,małopolskie
Góry,wieś,Goworowo,ostrołęcki,mazowieckie
Góry,wieś,Korczew,siedlecki,mazowieckie
Góry,część wsi Kroczów Większy,Kazanów,zwoleński,mazowieckie
Góry,część wsi Bukowa,Brzostek,dębicki,podkarpackie
Góry,część wsi Bieździadka,Kołaczyce,jasielski,podkarpackie
Góry,część wsi Lipnica,Dzikowiec,kolbuszowski,podkarpackie
Góry,przysiółek wsi Lubzina,Ropczyce,ropczycko-sędziszowski,podkarpackie
Góry,część wsi Nowa Wieś,Trzebownisko,rzeszowski,podkarpackie
Góry,część wsi Jadachy,Nowa Dęba,tarnobrzeski,podkarpackie
Góry,część wsi Porąbka,Porąbka,bielski,śląskie
Góry,część wsi Jarząbki,Gnojno,buski,świętokrzyskie
Góry,część wsi Grzymałków,Mniów,kielecki,świętokrzyskie
Góry,część wsi Jurkowice,Opatów,opatowski,świętokrzyskie
Góry,część wsi Rywociny,Działdowo,działdowski,warmińsko-mazurskie
Góry,część wsi Młynek,Osiek Mały,kolski,wielkopolskie
Góry,wieś,Białogard,białogardzki,zachodniopomorskie
Góry Chwalborskie,część wsi Chwalborzyce,Świnice Warckie,łęczycki,łódzkie
Góry Gęsińskie,część wsi Gęsin,Zakrzewo,aleksandrowski,kujawsko-pomorskie
Góry Jabłonickie,część wsi Jabłonica,Szydłów,staszowski,świętokrzyskie
Góry Kolońskie,część wsi Kamienna,Opatowiec,kazimierski,świętokrzyskie
Góry Lubiańskie,wieś,Grunwald,ostródzki,warmińsko-mazurskie
Góry Młyńskie,wieś,Biała,wieluński,łódzkie
Góry Pakosławskie,część wsi Pakosław,Pakosław,rawicki,wielkopolskie
Góry Plebańskie,część wsi Kamionka Wielka,Kamionka Wielka,nowosądecki,małopolskie
Góry Prusinowskie,wieś,Szadek,zduńskowolski,łódzkie
Góry Skierdowskie,część miasta Warszawa,Warszawa,Warszawa,mazowieckie
Góry Trzebiatowskie,wieś,Mniszków,opoczyński,łódzkie
Góry Wysokie,wieś,Dwikozy,sandomierski,świętokrzyskie
Góry-Kolonia,kolonia wsi Góry,Markuszów,puławski,lubelskie
Górzany,część wsi Pcim,Pcim,myślenicki,małopolskie
Górzańska,część wsi Podszkle,Czarny Dunajec,nowotarski,małopolskie
Górzko,część miasta Nowy Wiśnicz,Nowy Wiśnicz,bocheński,małopolskie
Górzno,wieś,Górzno,garwoliński,mazowieckie
Górzno-Kolonia,wieś,Górzno,garwoliński,mazowieckie
Górzyca,wieś,Gryfice,gryficki,zachodniopomorskie
Górzyn,wieś,Lubsko,żarski,lubuskie
Górzyzna,część wsi Głobikowa,Dębica,dębicki,podkarpackie
Gózd,wieś,Kołbiel,otwocki,mazowieckie
Gózdek,wieś,Żelechów,garwoliński,mazowieckie
Grab,część wsi Krowica Zawodnia,Szczytniki,kaliski,wielkopolskie
Grabal,wieś,Szczutowo,sierpecki,mazowieckie
Grabanów-Majątek,część wsi Wilczyn,Biała Podlaska,bialski,lubelskie
Grabarka,część wsi Boćki,Boćki,bielski,podlaskie
Grabary,część miasta Jelenia Góra,Jelenia Góra,Jelenia Góra,dolnośląskie
Grabce-Towarzystwo,wieś,Mszczonów,żyrardowski,mazowieckie
Grabczyna,część wsi Florentynów,Lutomiersk,pabianicki,łódzkie
Grabek,wieś,Szczerców,bełchatowski,łódzkie
Grabia,wieś,Sędziejowice,łaski,łódzkie
Grabianowo,wieś,Krobia,gostyński,wielkopolskie
Grabica,wieś,Grabica,piotrkowski,łódzkie
Grabice,wieś,Murów,opolski,opolskie
Grabie,wieś,Żychlin,kutnowski,łódzkie
Grabie,część wsi Łyczanka,Siepraw,myślenicki,małopolskie
Grabie,wieś,Wieliczka,wielicki,małopolskie
Grabie,część wsi Poręby Dymarskie,Cmolas,kolbuszowski,podkarpackie
Grabie,przysiółek wsi Skadla,Gnojno,buski,świętokrzyskie
Grabiec,kolonia,Pajęczno,pajęczański,łódzkie
Grabiec,część wsi Głowaczowa,Czarna,dębicki,podkarpackie
Grabienice Wielkie,wieś,Strzegowo,mławski,mazowieckie
Grabik,wieś,Gaworzyce,polkowicki,dolnośląskie
Grabin,osada,Ostróda,ostródzki,warmińsko-mazurskie
Grabina,część wsi Szewo,Lubień Kujawski,włocławski,kujawsko-pomorskie
Grabina,wieś,Łask,łaski,łódzkie
Grabina,wieś,Bochnia,bocheński,małopolskie
Grabina,wieś,Chynów,grójecki,mazowieckie
Grabina,część wsi Przedbórz,Staroźreby,płocki,mazowieckie
Grabina,część wsi Kosów Ruski,Kosów Lacki,sokołowski,mazowieckie
Grabina,część wsi Majdan Królewski,Majdan Królewski,kolbuszowski,podkarpackie
Grabina,wieś,Klimontów,sandomierski,świętokrzyskie
Grabina,wieś,Ostrowite,słupecki,wielkopolskie
Grabina Mała,wieś,Dąbie,kolski,wielkopolskie
Grabinek,część wsi Grabin,Ostróda,ostródzki,warmińsko-mazurskie
Grabinka,kolonia,Warta,sieradzki,łódzkie
Grabiny,część wsi Brudzewice,Poświętne,opoczyński,łódzkie
Grabiny,część wsi Niewodna,Wiśniowa,strzyżowski,podkarpackie
Grabiska,część miasta Libiąż,Libiąż,chrzanowski,małopolskie
Grabiszyce Średnie,wieś,Leśna,lubański,dolnośląskie
Grabki Małe,wieś,Gnojno,buski,świętokrzyskie
Grabków,wieś,Końskie,konecki,świętokrzyskie
Grabniak,część wsi Chęciny,Górzno,garwoliński,mazowieckie
Grabniak,część wsi Jaworowo-Jastrzębie,Zawidz,sierpecki,mazowieckie
Grabnik,wieś,Jaktorów,grodziski,mazowieckie
Grabnik,część wsi Drogoszewo,Wyszków,wyszkowski,mazowieckie
Grabnik,część miasta Głogów Małopolski,Głogów Małopolski,rzeszowski,podkarpackie
Grabnik,część wsi Zełwągi,Mikołajki,mrągowski,warmińsko-mazurskie
Grabno,część wsi Młodynie Dolne,Radzanów,białobrzeski,mazowieckie
Grabnowola,wieś,Głowaczów,kozienicki,mazowieckie
Grabostów,wieś,Zelów,bełchatowski,łódzkie
Grabowa,część wsi Sawin,Sawin,chełmski,lubelskie
Grabowa,wieś,Potworów,przysuski,mazowieckie
Grabowa,część wsi Święta Katarzyna,Bodzentyn,kielecki,świętokrzyskie
Grabowa Góra,osada,Warlubie,świecki,kujawsko-pomorskie
Grabowce Dolne,wieś,Nowodwór,rycki,lubelskie
Grabowica,wieś,Pacanów,buski,świętokrzyskie
Grabowiec,wieś,Lubicz,toruński,kujawsko-pomorskie
Grabowiec,osada,Grabowiec,zamojski,lubelskie
Grabowiec,kolonia,Masłowice,radomszczański,łódzkie
Grabowiec,wieś,Słubice,płocki,mazowieckie
Grabowiec,osada leśna,Bielsk Podlaski,bielski,podlaskie
Grabowiec,wieś,Bobowo,starogardzki,pomorskie
Grabowiec,część miasta Osiek,Osiek,staszowski,świętokrzyskie
Grabowiec,osada,Szamotuły,szamotulski,wielkopolskie
Grabowiec-Góra,wieś,Grabowiec,zamojski,lubelskie
Grabownia,część miasta Rybnik,Rybnik,Rybnik,śląskie
Grabownica,wieś,Łopuszno,kielecki,świętokrzyskie
Grabowno Wielkie,wieś,Twardogóra,oleśnicki,dolnośląskie
Grabowo,wieś,Olszewo-Borki,ostrołęcki,mazowieckie
Grabowo,wieś,Augustów,augustowski,podlaskie
Grabowo,wieś,Sadlinki,kwidzyński,pomorskie
Grabowo,wieś,Janowo,nidzicki,warmińsko-mazurskie
Grabowo,wieś,Kamień Pomorski,kamieński,zachodniopomorskie
Grabowo,część miasta Szczecin,Szczecin,Szczecin,zachodniopomorskie
Grabowo Królewskie,wieś,Kołaczkowo,wrzesiński,wielkopolskie
Grabowo-Kolonie,wieś,Augustów,augustowski,podlaskie
Grabowo-Trojany,część wsi Grabowo Wielkie,Krasne,przasnyski,mazowieckie
Grabowskie,wieś,Grabowo,kolneński,podlaskie
Grabowszczyzna,część wsi Kałuże,Pątnów,wieluński,łódzkie
Grabów,wieś,Torzym,sulęciński,lubuskie
Grabów,część miasta Warszawa,Warszawa,Warszawa,mazowieckie
Grabów nad Pilicą,wieś,Grabów nad Pilicą,kozienicki,mazowieckie
Grabów Szlachecki,wieś,Nowodwór,rycki,lubelskie
Grabówek,wieś,Olszewo-Borki,ostrołęcki,mazowieckie
Grabówie,wieś,Widawa,łaski,łódzkie
Grabówiec,wieś,Mochowo,sierpecki,mazowieckie
Grabówka,wieś,Annopol,kraśnicki,lubelskie
Grabówka,wieś,Burzenin,sieradzki,łódzkie
Grabówka,wieś,Bierawa,kędzierzyńsko-kozielski,opolskie
Grabówka,część wsi Róża,Czarna,dębicki,podkarpackie
Grabówka,wieś,Zambrów,zambrowski,podlaskie
Grabówka,część wsi Suszec,Suszec,pszczyński,śląskie
Grabówka,wieś,Mikołajki,mrągowski,warmińsko-mazurskie
Grabówki,część miasta Wieliczka,Wieliczka,wielicki,małopolskie
Grabówko,wieś,Nowa Karczma,kościerski,pomorskie
Grabówno,wieś,Miasteczko Krajeńskie,pilski,wielkopolskie
Grabszczyzna,część wsi Skutki,Młodzieszyn,sochaczewski,mazowieckie
Graby,wieś,Czerniejewo,gnieźnieński,wielkopolskie
Gracówka,część wsi Golkowice,Wieliczka,wielicki,małopolskie
Gracze,część wsi Pcim,Pcim,myślenicki,małopolskie
Grada,osada leśna,Stawiguda,olsztyński,warmińsko-mazurskie
Gradowica,część wsi Holendry Baranowskie,Baranów,grodziski,mazowieckie
Gradowiec,kolonia,Wohyń,radzyński,lubelskie
Gradów,część wsi Wikcinek,Nowa Sucha,sochaczewski,mazowieckie
Gradzanowo Włościańskie,wieś,Radzanów,mławski,mazowieckie
Grajewo,część wsi Papiernia,Lipusz,kościerski,pomorskie
Grale,osada leśna,Kadzidło,ostrołęcki,mazowieckie
Gralewo-Stacja,osada,Rybno,działdowski,warmińsko-mazurskie
Granaty,wieś,Świedziebnia,brodnicki,kujawsko-pomorskie
Granica,część wsi Witoszyn,Kazimierz Dolny,puławski,lubelskie
Granica,część wsi Librantowa,Chełmiec,nowosądecki,małopolskie
Granica,przysiółek wsi Lachowice,Stryszawa,suski,małopolskie
Granica,część wsi Mucharz,Mucharz,wadowicki,małopolskie
Granica,osada,Kolonowskie,strzelecki,opolskie
Granica,część wsi Wrocanka,Miejsce Piastowe,krośnieński,podkarpackie
Granica,część wsi Hnatkowice,Orły,przemyski,podkarpackie
Granica,część wsi Żyznów,Strzyżów,strzyżowski,podkarpackie
Granica,część wsi Ostrowite,Biskupiec,nowomiejski,warmińsko-mazurskie
Granica od Woli,część wsi Mszanka,Łużna,gorlicki,małopolskie
Granice,część wsi Górka,Kock,lubartowski,lubelskie
Granice,część wsi Komorniki,Mokrsko,wieluński,łódzkie
Granice,część wsi Rajbrot,Lipnica Murowana,bocheński,małopolskie
Granice,przysiółek wsi Jasień,Brzesko,brzeski,małopolskie
Granice,część wsi Gnojnik,Gnojnik,brzeski,małopolskie
Granice,część wsi Racławice,Biecz,gorlicki,małopolskie
Granice,część wsi Wola Łużańska,Łużna,gorlicki,małopolskie
Granice,część wsi Sadek,Jodłownik,limanowski,małopolskie
Granice,część wsi Siepraw,Siepraw,myślenicki,małopolskie
Granice,część wsi Gródek,Grybów,nowosądecki,małopolskie
Granice,część miasta Nowy Sącz,Nowy Sącz,Nowy Sącz,małopolskie
Granice,część wsi Piotrkowice,Tuchów,tarnowski,małopolskie
Granice,wieś,Teresin,sochaczewski,mazowieckie
Granice,część wsi Trzcinica,Jasło,jasielski,podkarpackie
Granice,część wsi Siedliska Sławęcińskie,Skołyszyn,jasielski,podkarpackie
Granice,część miasta Ropczyce,Ropczyce,ropczycko-sędziszowski,podkarpackie
Granice,część wsi Błędowa Tyczyńska,Chmielnik,rzeszowski,podkarpackie
Granice,część wsi Lubla,Frysztak,strzyżowski,podkarpackie
Granice,część wsi Pstrągówka,Wiśniowa,strzyżowski,podkarpackie
Granice,część wsi Połomia,Mszana,wodzisławski,śląskie
Granice,kolonia,Trzcinica,kępiński,wielkopolskie
Granice Górne,część wsi Kombornia,Korczyna,krośnieński,podkarpackie
Granice od Woli,część wsi Bystra,Gorlice,gorlicki,małopolskie
Granice Sufczyńskie,część wsi Sufczyn,Dębno,brzeski,małopolskie
Graniczki,część wsi Brudzew,Blizanów,kaliski,wielkopolskie
Graniczna,osada wsi Płonina,Sztutowo,nowodworski,pomorskie
Granicznik,osada wsi Świerki,Nowa Ruda,kłodzki,dolnośląskie
Granicznik,przysiółek wsi Bodzanowice,Olesno,oleski,opolskie
Granicznik,część wsi Pęczyny,Wilczyce,sandomierski,świętokrzyskie
Graniczny Dwór,część wsi Sławki,Somonino,kartuski,pomorskie
Granna,część wsi Bubel-Granna,Janów Podlaski,bialski,lubelskie
Granowo,część wsi Jegliniec,Krasnopol,sejneński,podlaskie
Granów,przysiółek wsi Prandocin-Wysiołek,Słomniki,krakowski,małopolskie
Grapa,osada,Nowy Targ,nowotarski,małopolskie
Grapa,część wsi Gilowice,Gilowice,żywiecki,śląskie
Grauże Nowe,wieś,Szypliszki,suwalski,podlaskie
Grąbczewo,wieś,Naruszewo,płoński,mazowieckie
Grąbkowo,wieś,Potęgowo,słupski,pomorskie
Grąblewo-Pole,część miasta Grodzisk Wielkopolski,Grodzisk Wielkopolski,grodziski,wielkopolskie
Grąd,część wsi Brzeziny,Lubartów,lubartowski,lubelskie
Grąd,osada,Radziłów,grajewski,podlaskie
Grądek,wieś,Szreńsk,mławski,mazowieckie
Grądki,część wsi Cygany,Nowa Dęba,tarnobrzeski,podkarpackie
Grądno,część miasta Nowe Warpno,Nowe Warpno,policki,zachodniopomorskie
Grądy,wieś,Ludwin,łęczyński,lubelskie
Grądy,część wsi Bielcza,Borzęcin,brzeski,małopolskie
Grądy,wieś,Jaktorów,grodziski,mazowieckie
Grądy,wieś,Szczutowo,sierpecki,mazowieckie
Grądy,wieś,Otmuchów,nyski,opolskie
Grądy,część wsi Nowiny,Radomyśl nad Sanem,stalowowolski,podkarpackie
Grądy,wieś,Orzysz,piski,warmińsko-mazurskie
Grądy,wieś,Sompolno,koniński,wielkopolskie
Grądy Małe,wieś,Jedwabne,łomżyński,podlaskie
Grądy Szlacheckie,wieś,Długosiodło,wyszkowski,mazowieckie
Grądy-Łazy,wieś,Działoszyn,pajęczański,łódzkie
Grądzień,osada,Miastko,bytowski,pomorskie
Grądziki,część wsi Tuczna,Tuczna,bialski,lubelskie
Grądzkie Ełckie,wieś,Kalinowo,ełcki,warmińsko-mazurskie
Grązów,wieś,Sędziszów,jędrzejowski,świętokrzyskie
Gredele-Kolonia,kolonia,Orla,bielski,podlaskie
Grelce,część wsi Szewna,Bodzechów,ostrowiecki,świętokrzyskie
Grębałów,część miasta Kraków,Kraków,Kraków,małopolskie
Grębice,część wsi Kaleń,Świerzno,kamieński,zachodniopomorskie
Grębków,wieś,Grębków,węgrowski,mazowieckie
Grębocin,wieś,Lubicz,toruński,kujawsko-pomorskie
Grębosze,wieś,Radoszyce,konecki,świętokrzyskie
Grębowo,wieś,Kamień Pomorski,kamieński,zachodniopomorskie
Grędy,część wsi Kowalowy,Jasło,jasielski,podkarpackie
Grędzina,wieś,Jelcz-Laskowice,oławski,dolnośląskie
Gręzów,wieś,Kotuń,siedlecki,mazowieckie
Grobelka,część wsi Tuczna,Tuczna,bialski,lubelskie
Grobelki,wieś,Białopole,chełmski,lubelskie
Grobia,wieś,Sieraków,międzychodzki,wielkopolskie
Grobla,wieś,Paszowice,jaworski,dolnośląskie
Grobla,część wsi Nawóz,Nielisz,zamojski,lubelskie
Grobla,część wsi Mieleszynek,Wieruszów,wieruszowski,łódzkie
Grobla,część wsi Wawrzeńczyce,Igołomia-Wawrzeńczyce,krakowski,małopolskie
Grobla,przysiółek wsi Odechów,Skaryszew,radomski,mazowieckie
Grobla,część wsi Rokietnica,Rokietnica,jarosławski,podkarpackie
Grobla,część wsi Orzechowce,Żurawica,przemyski,podkarpackie
Grobla,część wsi Wędzina,Ciasna,lubliniecki,śląskie
Grobla,część wsi Czekarzewice Pierwsze,Tarłów,opatowski,świętokrzyskie
Grobla,część wsi Niewierz,Duszniki,szamotulski,wielkopolskie
Groble,przysiółek wsi Walce,Walce,krapkowicki,opolskie
Groblica,część wsi Pyczek,Lisków,kaliski,wielkopolskie
Grochocice,wieś,Ożarów,opatowski,świętokrzyskie
Grocholice,wieś,Lipnik,opatowski,świętokrzyskie
Grochotowiec,część wsi Suchoraba,Niepołomice,wielicki,małopolskie
Grochowa,część wsi Siedliska,Bobowa,gorlicki,małopolskie
Grochowiaki,część wsi Wola Baranowska,Baranów Sandomierski,tarnobrzeski,podkarpackie
Grochowiska,wieś,Izbica Kujawska,włocławski,kujawsko-pomorskie
Grochowiska Księże,wieś,Rogowo,żniński,kujawsko-pomorskie
Grochowo Pierwsze,osada,Sztutowo,nowodworski,pomorskie
Grochowy Piąte,część wsi Rybie,Rychwał,koniński,wielkopolskie
Grochów,wieś,Nowe Ostrowy,kutnowski,łódzkie
Grochówek,wieś,Nowe Ostrowy,kutnowski,łódzkie
Grochy,wieś,Poświętne,białostocki,podlaskie
Grochy-Serwatki,wieś,Gzy,pułtuski,mazowieckie
Grodkowo,osada,Wydminy,giżycki,warmińsko-mazurskie
Grodków,wieś,Psary,będziński,śląskie
Grodnica,wieś,Olszyna,lubański,dolnośląskie
Grodno,przysiółek wsi Nowa Huta,Raków,kielecki,świętokrzyskie
Grodowiec,wieś,Grębocice,polkowicki,dolnośląskie
Grodzany,część miasta Bychawa,Bychawa,lubelski,lubelskie
Grodziczno,wieś,Grodziczno,nowomiejski,warmińsko-mazurskie
Grodziec,wieś,Świerczów,namysłowski,opolskie
Grodziec,wieś,Jasienica,bielski,śląskie
Grodziec Śląski,część wsi Grodziec,Jasienica,bielski,śląskie
Grodzisk,wieś,Sabnie,sokołowski,mazowieckie
Grodzisk,wieś,Suchowola,sokólski,podlaskie
Grodzisk Wielkopolski,miasto,Grodzisk Wielkopolski,grodziski,wielkopolskie
Grodziska,osada,Dźwierzuty,szczycieński,warmińsko-mazurskie
Grodzisko,osada,Wieluń,wieluński,łódzkie
Grodzisko,wieś,Zator,oświęcimski,małopolskie
Grodzisko,wieś,Strzelce Opolskie,strzelecki,opolskie
Grodzisko,wieś,Rzeczenica,człuchowski,pomorskie
Grodzisko,wieś,Radoszyce,konecki,świętokrzyskie
Grodzisko,wieś,Poniec,gostyński,wielkopolskie
Grodzisko Nowe,wieś,Grodzisko Dolne,leżajski,podkarpackie
Grodziszcze,kolonia,Stoszowice,ząbkowicki,dolnośląskie
Grodziszczko,wieś,Duszniki,szamotulski,wielkopolskie
Grodzkie,część miasta Włocławek,Włocławek m,Włocławek,kujawsko-pomorskie
Grodztwo,wieś,Kruszwica,inowrocławski,kujawsko-pomorskie
Grojec,wieś,Boronów,lubliniecki,śląskie
Gromadki,część wsi Niemierzyn,Ostrówek,wieluński,łódzkie
Gromadzin,osada,Stare Kurowo,strzelecko-drezdenecki,lubuskie
Gromale,część wsi Wola Kosnowa,Łącko,nowosądecki,małopolskie
Gromki,przysiółek osady Banaszki,Kętrzyn,kętrzyński,warmińsko-mazurskie
Gromoty,wieś,Iława,iławski,warmińsko-mazurskie
Gronie,część wsi Półrzeczki,Dobra,limanowski,małopolskie
Gronie,część wsi Jaszczurowa,Mucharz,wadowicki,małopolskie
Gronik,część wsi Kościelisko,Kościelisko,tatrzański,małopolskie
Groniówka,część wsi Ochotnica Górna,Ochotnica Dolna,nowotarski,małopolskie
Gronoszowa,część miasta Mszana Dolna,Mszana Dolna m,limanowski,małopolskie
Gronowo,wieś,Rybno,działdowski,warmińsko-mazurskie
Gronowo,wieś,Ostrowice,drawski,zachodniopomorskie
Gronów,wieś,Dąbie,krośnieński,lubuskie
Gronówek,część wsi Żarki,Libiąż,chrzanowski,małopolskie
Gronówko,kolonia,Ińsko,stargardzki,zachodniopomorskie
Groń,wieś,Bukowina Tatrzańska,tatrzański,małopolskie
Groń,część wsi Zwardoń,Rajcza,żywiecki,śląskie
Grońsko,wieś,Lwówek,nowotomyski,wielkopolskie
Groszkowo,osada wsi Groszkowo,Sztutowo,nowodworski,pomorskie
Groszowice,część miasta Opole,Opole,Opole,opolskie
Grotkowice,przysiółek wsi Drużykowa,Szczekociny,zawierciański,śląskie
Grotniki,osada,Bobolice,koszaliński,zachodniopomorskie
Grotowice,wieś,Oporów,kutnowski,łódzkie
Grotów,wieś,Lipinki Łużyckie,żarski,lubuskie
Grozimy,wieś,Grajewo,grajewski,podlaskie
Gróbka,część wsi Ruda,Janów Lubelski,janowski,lubelskie
Gródek,osada leśna,Drzycim,świecki,kujawsko-pomorskie
Gródek,część wsi Żarki,Libiąż,chrzanowski,małopolskie
Gródek,część wsi Lichwin,Pleśna,tarnowski,małopolskie
Gródek,wieś,Policzna,zwoleński,mazowieckie
Gródek,część miasta Jaworzno,Jaworzno,Jaworzno,śląskie
Gródek Nowy,część wsi Gródek,Policzna,zwoleński,mazowieckie
Gródek-Kolonia,część wsi Gródek,Hrubieszów,hrubieszowski,lubelskie
Gródki,część wsi Brzustów,Inowłódz,tomaszowski,łódzkie
Gródki Pierwsze,część wsi Gródki,Turobin,biłgorajski,lubelskie
Gródź,część wsi Filipówka,Borowie,garwoliński,mazowieckie
Grójec,część wsi Potoczek,Potok Wielki,janowski,lubelskie
Grójec,wieś,Ćmielów,ostrowiecki,świętokrzyskie
Grójec Wielki,osada leśna,Złoczew,sieradzki,łódzkie
Grubale,wieś,Siedlce,siedlecki,mazowieckie
Gruby,część wsi Twardorzeczka,Lipowa,żywiecki,śląskie
Gruchla,część miasta Myszków,Myszków,myszkowski,śląskie
Gruda,osada,Ostróda,ostródzki,warmińsko-mazurskie
Grudna,wieś,Szczerców,bełchatowski,łódzkie
Grudna Górna,wieś,Brzostek,dębicki,podkarpackie
Grudówka,część wsi Budzów,Budzów,suski,małopolskie
Grudy,część wsi Rogoźnica,Międzyrzec Podlaski,bialski,lubelskie
Grudza,przysiółek wsi Chwałowice,Radomyśl nad Sanem,stalowowolski,podkarpackie
Grudzice,część miasta Opole,Opole,Opole,opolskie
Grudzielec Nowy,wieś,Raszków,ostrowski,wielkopolskie
Grudzkowola,wieś,Grójec,grójecki,mazowieckie
Grunta,część wsi Jastrzębiec,Stopnica,buski,świętokrzyskie
