name, desc, gmina, powiat, wojew
Ameliówka,kolonia,Masłów,kielecki,świętokrzyskie
Ameryka,część wsi Golska Huta,Lubień Kujawski,włocławski,kujawsko-pomorskie
Ameryka,część wsi Ispina,Drwinia,bocheński,małopolskie
Ameryka,część wsi Leszczynki,Sierakowice,kartuski,pomorskie
Ameryka,część wsi Łagiewniki Wielkie,Pawonków,lubliniecki,śląskie
Ameryka Wschodnia,część wsi Dzierążnia,Działoszyce,pińczowski,świętokrzyskie
Anastazew,wieś,Zabrodzie,wyszkowski,mazowieckie
Ancuty,wieś,Narew,hajnowski,podlaskie
Andrychów,miasto,Andrychów,wadowicki,małopolskie
Andrzejewo,osada leśna,Sztabin,augustowski,podlaskie
Andrzejewo-Kolonie,część wsi Andrzejewo,Andrzejewo,ostrowski,mazowieckie
Andrzejów,wieś,Godziszów,janowski,lubelskie
Andrzejów,część wsi Strzelce Wielkie,Strzelce Wielkie,pajęczański,łódzkie
Andrzejów,część wsi Gołas,Szczawin Kościelny,gostyniński,mazowieckie
Andrzejówka,wieś,Biłgoraj,biłgorajski,lubelskie
Andrzejówka,wieś,Policzna,zwoleński,mazowieckie
Andzin,wieś,Nasielsk,nowodworski,mazowieckie
Anielew,wieś,Kramsk,koniński,wielkopolskie
Anielin,osada wsi Strzelewo,Sicienko,bydgoski,kujawsko-pomorskie
Anielin,wieś,Łanięta,kutnowski,łódzkie
Anielin,wieś,Stryków,zgierski,łódzkie
Anielin,wieś,Magnuszew,kozienicki,mazowieckie
Anielin,osada,Barciany,kętrzyński,warmińsko-mazurskie
Anielin Rozniszewski,część wsi Anielin,Magnuszew,kozienicki,mazowieckie
Anielino,wieś,Dobra,łobeski,zachodniopomorskie
Anielów,wieś,Sobolew,garwoliński,mazowieckie
Anin,osada wsi Kamionka,Morąg,ostródzki,warmińsko-mazurskie
Aniołki,osada,Ostrzeszów,ostrzeszowski,wielkopolskie
Ankamaty,wieś,Dzierzgoń,sztumski,pomorskie
Annetów,wieś,Bedlno,kutnowski,łódzkie
Annolesie,wieś,Popów,kłobucki,śląskie
Annopol,wieś,Kock,lubartowski,lubelskie
Annopol,wieś,Przasnysz,przasnyski,mazowieckie
Annopol,wieś,Lisków,kaliski,wielkopolskie
Annopole,osada,Tarnówka,złotowski,wielkopolskie
Annowo,wieś,Lubraniec,włocławski,kujawsko-pomorskie
Annów,wieś,Zakrzew,lubelski,lubelskie
Annówka,część wsi Żurawieniec,Lutomiersk,pabianicki,łódzkie
Antałówka,część wsi Naprawa,Jordanów,suski,małopolskie
Antolin,wieś,Modliborzyce,janowski,lubelskie
Antonia,wieś,Łyse,ostrołęcki,mazowieckie
Antonielów,wieś,Łopuszno,kielecki,świętokrzyskie
Antoniew,wieś,Dalików,poddębicki,łódzkie
Antoniew,wieś,Wiskitki,żyrardowski,mazowieckie
Antoniewo,kolonia,Golub-Dobrzyń,golubsko-dobrzyński,kujawsko-pomorskie
Antoniewo,wieś,Lubień Kujawski,włocławski,kujawsko-pomorskie
Antoniewo,wieś,Siemiątkowo,żuromiński,mazowieckie
Antoniewo,osada,Miejska Górka,rawicki,wielkopolskie
Antoniewo-Góry,część wsi Antoniewo,Siemiątkowo,żuromiński,mazowieckie
Antonin,część wsi Puszcza,Żmudź,chełmski,lubelskie
Antonin,kolonia,Górzno,garwoliński,mazowieckie
Antonin,wieś,Szczytniki,kaliski,wielkopolskie
Antonin,osada,Kostrzyn,poznański,wielkopolskie
Antonina,wieś,Dobre,miński,mazowieckie
Antoninek,część wsi Siernicze Małe,Ostrowite,słupecki,wielkopolskie
Antoninów,wieś,Piaseczno,piaseczyński,mazowieckie
Antoniny,przysiółek,Obrzycko,szamotulski,wielkopolskie
Antoniów,wieś,Żarnów,opoczyński,łódzkie
Antoniów,wieś,Gielniów,przysuski,mazowieckie
Antoniów,wieś,Radomyśl nad Sanem,stalowowolski,podkarpackie
Antoniów,kolonia wsi Motkowice,Imielno,jędrzejowski,świętokrzyskie
Antoniów Duży,część wsi Antoniów,Bałtów,ostrowiecki,świętokrzyskie
Antoniówka,wieś,Krzczonów,lubelski,lubelskie
Antoniówka,przysiółek wsi Józefów Widawski,Widawa,łaski,łódzkie
Antoniówka,część wsi Jeziory,Łoniów,sandomierski,świętokrzyskie
Antoniuk Fabryczny,część miasta Białystok,Białystok,Białystok,podlaskie
Antonów,wieś,Przystajń,kłobucki,śląskie
Antonówka,kolonia wsi Krężoły,Wodzisław,jędrzejowski,świętokrzyskie
Antopol,kolonia,Kodrąb,radomszczański,łódzkie
Anulin,przysiółek wsi Huta Zaborowska,Gostynin,gostyniński,mazowieckie
Anusin,kolonia,Witonia,łęczycki,łódzkie
Anusin,wieś,Siemiatycze,siemiatycki,podlaskie
Apolinary,część wsi Wadowice Dolne,Wadowice Górne,mielecki,podkarpackie
Apolonka-Leśniczówka,osada leśna,Janów,częstochowski,śląskie
Arcelin,wieś,Płońsk,płoński,mazowieckie
Arciechów,wieś,Radzymin,wołomiński,mazowieckie
Ardapy,wieś,Bartoszyce,bartoszycki,warmińsko-mazurskie
Arentowo,wieś,Miasteczko Krajeńskie,pilski,wielkopolskie
Arkadia,wieś,Nieborów,łowicki,łódzkie
Arkuszów,część wsi Rakówka,Raków,kielecki,świętokrzyskie
Arturówek,część miasta Łódź,Łódź,Łódź,łódzkie
Asuny,wieś,Barciany,kętrzyński,warmińsko-mazurskie
Ateny,wieś,Nowinka,augustowski,podlaskie
Augustowo,wieś,Dobrcz,bydgoski,kujawsko-pomorskie
Augustowo,część wsi Mściszewice,Sulęczyno,kartuski,pomorskie
Augustowo,wieś,Krajenka,złotowski,wielkopolskie
Augustów,wieś,Drzewica,opoczyński,łódzkie
Augustów,wieś,Kowala,radomski,mazowieckie
Augustówek,wieś,Czosnów,nowodworski,mazowieckie
Augustówka,część miasta Warszawa,Warszawa,Warszawa,mazowieckie
Augustynowo,część wsi Wierzejewice,Janikowo,inowrocławski,kujawsko-pomorskie
Augustynów,wieś,Lututów,wieruszowski,łódzkie
Augustyny,wieś,Orneta,lidzbarski,warmińsko-mazurskie
Autostrada,część wsi Grzegorzew,Grzegorzew,kolski,wielkopolskie
Azory,część miasta Kutno,Kutno m,kutnowski,łódzkie
Baba,część wsi Zosin,Opole Lubelskie,opolski,lubelskie
Babańce,wieś,Sejny,sejneński,podlaskie
Babi Dół,wieś,Żukowo,kartuski,pomorskie
Babia,część wsi Łącko,Łącko,nowosądecki,małopolskie
Babia Góra,część wsi Iwanowice Dworskie,Iwanowice,krakowski,małopolskie
Babia Góra,część wsi Chojnik,Gromnik,tarnowski,małopolskie
Babia Góra,przysiółek wsi Pasieki,Narewka,hajnowski,podlaskie
Babia Rzeka,część wsi Krzywcza,Krzywcza,przemyski,podkarpackie
Babiak,część wsi Grzymiszew,Tuliszków,turecki,wielkopolskie
Babiarze,część wsi Maruszyna,Szaflary,nowotarski,małopolskie
Babiarzówka,część miasta Jordanów,Jordanów m,suski,małopolskie
Babice,wieś,Lutomiersk,pabianicki,łódzkie
Babice,wieś,Trojanów,garwoliński,mazowieckie
Babice,wieś,Nędza,raciborski,śląskie
Babiczki,wieś,Lutomiersk,pabianicki,łódzkie
Babie Doły,przysiółek wsi Pinczyn,Zblewo,starogardzki,pomorskie
Babiec Rżały,wieś,Rościszewo,sierpecki,mazowieckie
Babieniec,wieś,Korsze,kętrzyński,warmińsko-mazurskie
Babigoszcz,wieś,Przybiernów,goleniowski,zachodniopomorskie
Babilon,osada,Chojnice,chojnicki,pomorskie
Babin,część wsi Okalew,Ostrówek,wieluński,łódzkie
Babin,wieś,Bielice,pyrzycki,zachodniopomorskie
Babiniec,część wsi Chorzeszów,Wodzierady,łaski,łódzkie
Babiniec,część wsi Ociesęki,Raków,kielecki,świętokrzyskie
Babiny,część wsi Grabówki,Wieliczka,wielicki,małopolskie
Babki,osada,Jeziora Wielkie,mogileński,kujawsko-pomorskie
Babkowice,wieś,Pępowo,gostyński,wielkopolskie
Baborówko,wieś,Szamotuły,szamotulski,wielkopolskie
Babsk,wieś,Biała Rawska,rawski,łódzkie
Babudy,część wsi Góra,Miedźna,pszczyński,śląskie
Baby,wieś,Moszczenica,piotrkowski,łódzkie
Baby,osada,Odolanów,ostrowski,wielkopolskie
Bachlawa,wieś,Lesko,leski,podkarpackie
Bachnacie,część wsi Gaboń,Stary Sącz,nowosądecki,małopolskie
Bachorowice,część wsi Marcyporęba,Brzeźnica,wadowicki,małopolskie
Bachorza,wieś,Sokołów Podlaski,sokołowski,mazowieckie
Bachorze,osada leśna,Chojnice,chojnicki,pomorskie
Bachorzówka,część wsi Spytkowice,Spytkowice,nowotarski,małopolskie
Bachowice,wieś,Spytkowice,wadowicki,małopolskie
Bachów,wieś,Krzywcza,przemyski,podkarpackie
Bachury,wieś,Michałowo,białostocki,podlaskie
Baciki Dalsze,wieś,Siemiatycze,siemiatycki,podlaskie
Bacowa,część wsi Łętownia,Jordanów,suski,małopolskie
Bacówka,część wsi Las,Ślemień,żywiecki,śląskie
Baczka,część wsi Łapinóż,Osiek,brodnicki,kujawsko-pomorskie
Baczków,wieś,Bochnia,bocheński,małopolskie
Baczyna,wieś,Końskie,konecki,świętokrzyskie
Badonie,część wsi Szymbark,Gorlice,gorlicki,małopolskie
Badulki,wieś,Odrzywół,przysuski,mazowieckie
Bagatela,osada leśna,Ostrów Wielkopolski,ostrowski,wielkopolskie
Bagicz,wieś,Ustronie Morskie,kołobrzeski,zachodniopomorskie
Bagienice,wieś,Wąsosz,grajewski,podlaskie
Bagienice Małe,wieś,Kuczbork-Osada,żuromiński,mazowieckie
Bagienice-Folwark,wieś,Krasnosielc,makowski,mazowieckie
Bagienki,część wsi Liszki,Liszki,krakowski,małopolskie
Bagienko,część wsi Rudziny,Brusy,chojnicki,pomorskie
Bagieńce,część wsi Grobla,Drwinia,bocheński,małopolskie
Bagna,część wsi Łapczyca,Bochnia,bocheński,małopolskie
Bagna,osada,Lipusz,kościerski,pomorskie
Bagnica,osada,Polanów,koszaliński,zachodniopomorskie
Bagniewo,część wsi Szarłata,Przodkowo,kartuski,pomorskie
Bagno,część wsi Małe Rudy,Szubin,nakielski,kujawsko-pomorskie
Bagno,część wsi Stary Lipowiec,Księżpol,biłgorajski,lubelskie
Bagno,wieś,Rozprza,piotrkowski,łódzkie
Bagno,część miasta Bukowno,Bukowno,olkuski,małopolskie
Bagno,część wsi Młodynie Górne,Radzanów,białobrzeski,mazowieckie
Bagno,część miasta Gogolin,Gogolin,krapkowicki,opolskie
Bagno,część wsi Ligota,Czechowice-Dziedzice,bielski,śląskie
Bagno,przysiółek wsi Piasek,Stąporków,konecki,świętokrzyskie
Bagno,osada,Świeszyno,koszaliński,zachodniopomorskie
Bagonica,kolonia wsi Rakowiska,Biała Podlaska,bialski,lubelskie
Bajakowa,część wsi Tenczyn,Lubień,myślenicki,małopolskie
Bajdyty,osada,Bartoszyce,bartoszycki,warmińsko-mazurskie
Bajerówka,część wsi Wiśniowa,Wiśniowa,myślenicki,małopolskie
Bajkowizna,osada,Radomsko,radomszczański,łódzkie
Bajorki,część wsi Strzegocice,Pilzno,dębicki,podkarpackie
Bajorski Gaj,osada,Srokowo,kętrzyński,warmińsko-mazurskie
Bajtkowo,wieś,Ełk,ełcki,warmińsko-mazurskie
Baklarzowa,część wsi Ponikiew,Wadowice,wadowicki,małopolskie
Bakus-Wanda,wieś,Wierzbica,chełmski,lubelskie
Balcarki,część miasta Oświęcim,Oświęcim m,oświęcimski,małopolskie
Balcery,część wsi Stryszawa,Stryszawa,suski,małopolskie
Baldachów,część wsi Giełczew,Wysokie,lubelski,lubelskie
Bale,część wsi Podbale,Jadów,wołomiński,mazowieckie
Balice,wieś,Zabierzów,krakowski,małopolskie
Baligród,wieś,Baligród,leski,podkarpackie
Balin,wieś,Poddębice,poddębicki,łódzkie
Balinkowa,część wsi Trzebunia,Pcim,myślenicki,małopolskie
Balowa Góra,część wsi Osówka,Sienno,lipski,mazowieckie
Bałaje,wieś,Lubaczów,lubaczowski,podkarpackie
Bałażówka,wieś,Limanowa,limanowski,małopolskie
Bałdowo,wieś,Wielgie,lipnowski,kujawsko-pomorskie
Bałędzianka,część wsi Markiszki,Sejny,sejneński,podlaskie
Bałki,wieś,Repki,sokołowski,mazowieckie
Bałoszyce Małe,osada,Susz,iławski,warmińsko-mazurskie
Bałtówka,przysiółek wsi Zawada,Ożarów,opatowski,świętokrzyskie
Bałuty,część miasta Chodecz,Chodecz,włocławski,kujawsko-pomorskie
Bałuty,część wsi Stary Budzisław,Osiek Mały,kolski,wielkopolskie
Banachy,część wsi Poręba Wielka,Niedźwiedź,limanowski,małopolskie
Banasie,część wsi Ożarów,Mokrsko,wieluński,łódzkie
Banasiówka,część wsi Harbutowice,Sułkowice,myślenicki,małopolskie
Banasiówka Dolna,część wsi Żarnówka,Maków Podhalański,suski,małopolskie
Banatki Małe,przysiółek wsi Kadłub,Strzelce Opolskie,strzelecki,opolskie
Bandzulka,część wsi Laski,Zbójna,łomżyński,podlaskie
Bania,część wsi Młynne,Limanowa,limanowski,małopolskie
Bania,część wsi Stara Wieś,Grybów,nowosądecki,małopolskie
Bania,część wsi Wieprz,Wieprz,wadowicki,małopolskie
Bania,część wsi Wietrzno,Dukla,krośnieński,podkarpackie
Bania,część wsi Pstrągowa,Czudec,strzyżowski,podkarpackie
Baniaki,część wsi Strzeszyce,Laskowa,limanowski,małopolskie
Banie,część miasta Piwniczna-Zdrój,Piwniczna-Zdrój,nowosądecki,małopolskie
Baniewo,wieś,Malechowo,sławieński,zachodniopomorskie
Baniówka,część wsi Pielgrzymowice,Michałowice,krakowski,małopolskie
Bankowe,część wsi Liszno-Kolonia,Rejowiec Fabryczny,chełmski,lubelskie
Banowice,przysiółek wsi Droginia,Myślenice,myślenicki,małopolskie
Bańcerówka,część wsi Kamionka Wielka,Kamionka Wielka,nowosądecki,małopolskie
Bańgów,część miasta Siemianowice Śląskie,Siemianowice Śląskie,Siemianowice Śląskie,śląskie
Bańkówka,część wsi Łukówek,Sawin,chełmski,lubelskie
Barabasze,część wsi Tresna,Czernichów,żywiecki,śląskie
Barak,część wsi Miedzierza,Smyków,konecki,świętokrzyskie
Baraki,osada leśna,Gościeradów,kraśnicki,lubelskie
Baraki,osada leśna,Giby,sejneński,podlaskie
Barakówka,część wsi Usarzów,Lipnik,opatowski,świętokrzyskie
Baran,wieś,Mniów,kielecki,świętokrzyskie
Barani Dół,część wsi Czaple Wielkie,Gołcza,miechowski,małopolskie
Barania Górka,część miasta Ciężkowice,Ciężkowice,tarnowski,małopolskie
Baranicha,część wsi Brudzewice-Kolonia,Poświętne,opoczyński,łódzkie
Baraniec,wieś,Karniewo,makowski,mazowieckie
Baraniszki,część wsi Murowany Most,Krasnopol,sejneński,podlaskie
Baranowa,część wsi Jeleśnia,Jeleśnia,żywiecki,śląskie
Baranowice,wieś,Santok,gorzowski,lubuskie
Baranowizna,wieś,Bedlno,kutnowski,łódzkie
Baranowo,przysiółek wsi Nowa Wieś,Parchowo,bytowski,pomorskie
Baranowo,wieś,Tarnowo Podgórne,poznański,wielkopolskie
Baranów,wieś,Baranów,grodziski,mazowieckie
Baranów,część wsi Małoszów,Skalbmierz,kazimierski,świętokrzyskie
Baranówek,część miasta Kielce,Kielce,Kielce,świętokrzyskie
Baranówka,część wsi Kalenice,Łyszkowice,łowicki,łódzkie
Baranówka,część wsi Homrzyska,Nawojowa,nowosądecki,małopolskie
Baranówka,część wsi Lipowica,Dukla,krośnieński,podkarpackie
Baranówka,część miasta Rzeszów,Rzeszów,Rzeszów,podkarpackie
Baranówko,część wsi Baranowo,Tarnowo Podgórne,poznański,wielkopolskie
Barany,część wsi Cierpisz,Łańcut,łańcucki,podkarpackie
Barańce,część wsi Pęczki-Kozłowo,Krasne,przasnyski,mazowieckie
Barbara,część wsi Pacanów,Pacanów,buski,świętokrzyskie
Barbarka-Kolonia,część wsi Barbarka,Golina,koniński,wielkopolskie
Barbarzaki,część wsi Kąclowa,Grybów,nowosądecki,małopolskie
Barchlin,wieś,Przemęt,wolsztyński,wielkopolskie
Barcice,wieś,Somianka,wyszkowski,mazowieckie
Barcice Rososkie,wieś,Chynów,grójecki,mazowieckie
Barcikowo,wieś,Lubanie,włocławski,kujawsko-pomorskie
Barcinek,wieś,Stara Kamienica,jeleniogórski,dolnośląskie
Barciszewo,wieś,Bartoszyce,bartoszycki,warmińsko-mazurskie
Barcząca,wieś,Mińsk Mazowiecki,miński,mazowieckie
Barczkowice,wieś,Kamieńsk,radomszczański,łódzkie
Barć,przysiółek wsi Szczepanek,Strzelce Opolskie,strzelecki,opolskie
Bardo,miasto,Bardo,ząbkowicki,dolnośląskie
Bardo Górne,część wsi Bardo,Raków,kielecki,świętokrzyskie
Bardy,wieś,Dygowo,kołobrzeski,zachodniopomorskie
Bardziejów,część wsi Łętowice,Wierzchosławice,tarnowski,małopolskie
Barglówka,część wsi Las,Ślemień,żywiecki,śląskie
Bargłówek,część wsi Pasikonie,Kampinos,warszawski zachodni,mazowieckie
Bargły,wieś,Poczesna,częstochowski,śląskie
Bark,osada,Barczewo,olsztyński,warmińsko-mazurskie
Barkowice Mokre,wieś,Sulejów,piotrkowski,łódzkie
Barkówko,przysiółek wsi Barkowo,Żmigród,trzebnicki,dolnośląskie
Barlikowo,część wsi Mąkowarsko,Koronowo,bydgoski,kujawsko-pomorskie
Barłogi,wieś,Bobrowice,krośnieński,lubuskie
Barłożnia Gościeszyńska,wieś,Wolsztyn,wolsztyński,wielkopolskie
Barnasie,część wsi Żdżary,Czarna,dębicki,podkarpackie
Barnim,wieś,Warnice,pyrzycki,zachodniopomorskie
Barnisław,wieś,Kołbaskowo,policki,zachodniopomorskie
Barnowo,osada,Kołczygłowy,bytowski,pomorskie
Barskie,część miasta Nowy Sącz,Nowy Sącz,Nowy Sącz,małopolskie
Barszczewo,wieś,Michałowo,białostocki,podlaskie
Barszczówki,część wsi Wesoła,Nozdrzec,brzozowski,podkarpackie
Bartel Mały,część wsi Bartel Wielki,Kaliska,starogardzki,pomorskie
Bartki,wieś,Kozłowo,nidzicki,warmińsko-mazurskie
Bartkowice,wieś,Kłomnice,częstochowski,śląskie
Bartków,wieś,Wąsosz,górowski,dolnośląskie
Bartków Górny,część wsi Bartków,Zagnańsk,kielecki,świętokrzyskie
Bartlewo,wieś,Lisewo,chełmiński,kujawsko-pomorskie
Bartłomiejowice,wieś,Wąwolnica,puławski,lubelskie
Bartnia Góra,wieś,Filipów,suwalski,podlaskie
Bartniki,wieś,Milicz,milicki,dolnośląskie
Bartniki,wieś,Kiwity,lidzbarski,warmińsko-mazurskie
Bartodzieje,wieś,Belsk Duży,grójecki,mazowieckie
Bartodzieje Bankowe,część miasta Radomsko,Radomsko m,radomszczański,łódzkie
Bartodzieje-Gajówka,osada leśna,Obryte,pułtuski,mazowieckie
Bartołdy,wieś,Krasne,przasnyski,mazowieckie
Bartosy,wieś,Wąsewo,ostrowski,mazowieckie
Bartoszewice,część miasta Wrocław,Wrocław,Wrocław,dolnośląskie
Bartoszewo,wieś,Police,policki,zachodniopomorskie
Bartoszkowo,osada,Tarnówka,złotowski,wielkopolskie
Bartoszów,część miasta Rymanów,Rymanów,krośnieński,podkarpackie
Bartoszówka,wieś,Rzeczyca,tomaszowski,łódzkie
Bartoszycha,część wsi Wojciechów,Hańsk,włodawski,lubelskie
Bartyle,część wsi Stryszawa,Stryszawa,suski,małopolskie
Barut,wieś,Jemielnica,strzelecki,opolskie
Barwałd Średni,wieś,Kalwaria Zebrzydowska,wadowicki,małopolskie
Barwiki,wieś,Radziłów,grajewski,podlaskie
Barwinek,część miasta Kielce,Kielce,Kielce,świętokrzyskie
Barwiny,osada,Gietrzwałd,olsztyński,warmińsko-mazurskie
Barycz,wieś,Stubno,przemyski,podkarpackie
Barycz Nowa,wieś,Zwoleń,zwoleński,mazowieckie
Barzkowice,osada,Stargard Szczeciński,stargardzki,zachodniopomorskie
Barzyna,osada,Rychliki,elbląski,warmińsko-mazurskie
Basie,część wsi Kocierz Rychwałdzki,Łękawica,żywiecki,śląskie
Basinów,wieś,Zabrodzie,wyszkowski,mazowieckie
Basowy,część wsi Dąbrówka Szczepanowska,Pleśna,tarnowski,małopolskie
Baszki,osada leśna,Drezdenko,strzelecko-drezdenecki,lubuskie
Basznia,część wsi Basznia Dolna,Lubaczów,lubaczowski,podkarpackie
Baszyn,wieś,Wińsko,wołowski,dolnośląskie
Batajsk,część wsi Lubień,Wyryki,włodawski,lubelskie
Batorowo,część wsi Nowe Batorowo,Elbląg,elbląski,warmińsko-mazurskie
Batorówka,część wsi Harbutowice,Sułkowice,myślenicki,małopolskie
Batorz-Kolonia,część wsi Batorz,Batorz,janowski,lubelskie
Batycze,wieś,Żurawica,przemyski,podkarpackie
Bawernica,kolonia,Parchowo,bytowski,pomorskie
Bazar,część miasta Maków Mazowiecki,Maków Mazowiecki,makowski,mazowieckie
Bazary,część wsi Dylągówka,Hyżne,rzeszowski,podkarpackie
Bazów,wieś,Łoniów,sandomierski,świętokrzyskie
Bazylia,kolonia,Łęczyca,łęczycki,łódzkie
Bażanowice,wieś,Goleszów,cieszyński,śląskie
Bażantarnia,osada leśna,Pionki,radomski,mazowieckie
Bażantarnia,część wsi Bugaj,Miłosław,wrzesiński,wielkopolskie
Bąbliniec,wieś,Oborniki,obornicki,wielkopolskie
Bąbowo,wieś,Mogilno,mogileński,kujawsko-pomorskie
Bącza-Kunina,wieś,Nawojowa,nowosądecki,małopolskie
Bączki,osada leśna,Maciejowice,garwoliński,mazowieckie
Bącznik,osada,Goleniów,goleniowski,zachodniopomorskie
Bądki,osada,Barwice,szczecinecki,zachodniopomorskie
Bądkowo Kościelne,wieś,Brudzeń Duży,płocki,mazowieckie
Bądków,wieś,Goszczyn,grójecki,mazowieckie
Bądy,wieś,Pasłęk,elbląski,warmińsko-mazurskie
Bądzyn,wieś,Lubowidz,żuromiński,mazowieckie
Bągart,kolonia wsi Bągart,Dzierzgoń,sztumski,pomorskie
Bąk,osada,Stara Kiszewa,kościerski,pomorskie
Bąki,wieś,Wieczfnia Kościelna,mławski,mazowieckie
Bąkowa,wieś,Ciepielów,lipski,mazowieckie
Bąkowiec,część wsi Cieniawa,Grybów,nowosądecki,małopolskie
Bąkowo,osada,Dąbrowa Biskupia,inowrocławski,kujawsko-pomorskie
Bąkowo,osada,Kolbudy,gdański,pomorskie
Bąków,wieś,Międzybórz,oleśnicki,dolnośląskie
Bąków,wieś,Grodków,brzeski,opolskie
