name, desc, gmina, powiat, wojew
Aleksandrów,wieś,Rybno,sochaczewski,mazowieckie
Aleksandrów,część miasta Przeworsk,Przeworsk m,przeworski,podkarpackie
Aleksandrów,część wsi Strzyżowice,Opatów,opatowski,świętokrzyskie
Aleksandrów,wieś,Przykona,turecki,wielkopolskie
Aleksandrów Duży,wieś,Sienno,lipski,mazowieckie
Aleksandrów Pierwszy,kolonia wsi Garbów,Tuszyn,łódzki wschodni,łódzkie
Aleksandrówek,osada,Brześć Kujawski,włocławski,kujawsko-pomorskie
Aleksandrówek,wieś,Grodziec,koniński,wielkopolskie
Aleksandrówka,kolonia,Sawin,chełmski,lubelskie
Aleksandrówka,część wsi Urszulin,Urszulin,włodawski,lubelskie
Aleksandrówka,część miasta Ciechanów,Ciechanów m,ciechanowski,mazowieckie
Aleksandrówka,wieś,Grębków,węgrowski,mazowieckie
Aleksandrówka,wieś,Przyrów,częstochowski,śląskie
Aleksicze,wieś,Zabłudów,białostocki,podlaskie
Alfonsów,wieś,Zadzim,poddębicki,łódzkie
Alinowo,wieś,Kleczew,koniński,wielkopolskie
Alojzówka,część wsi Krzewie Drugie,Lubień Kujawski,włocławski,kujawsko-pomorskie
Altona,kolonia,Krzeszyce,sulęciński,lubuskie
Ambrożew,wieś,Góra Świętej Małgorzaty,łęczycki,łódzkie
Amelin,wieś,Radomsko,radomszczański,łódzkie
Ameryka,część wsi Klamry,Chełmno,chełmiński,kujawsko-pomorskie
Ameryka,część wsi Pałki,Zadzim,poddębicki,łódzkie
Ameryka,część wsi Dobrzeń Wielki,Dobrzeń Wielki,opolski,opolskie
Ameryka,część wsi Izbica,Główczyce,słupski,pomorskie
Ameryka Dzierżąska,część wsi Dzierżążno,Kartuzy,kartuski,pomorskie
Anapole,część wsi Adamkowo,Kęsowo,tucholski,kujawsko-pomorskie
Anastazów,część wsi Ostrów,Ostrów,ropczycko-sędziszowski,podkarpackie
Andrespol,wieś,Andrespol,łódzki wschodni,łódzkie
Andryszów,część wsi Osiecznica,Osiecznica,bolesławiecki,dolnośląskie
Andrzejewo,część miasta Kostrzyn,Kostrzyn,poznański,wielkopolskie
Andrzejki-Tyszki,wieś,Czerwin,ostrołęcki,mazowieckie
Andrzejów,wieś,Rusiec,bełchatowski,łódzkie
Andrzejów,wieś,Zduńska Wola,zduńskowolski,łódzkie
Andrzejów,część wsi Lisowice,Pawonków,lubliniecki,śląskie
Andrzejówka,wieś,Muszyna,nowosądecki,małopolskie
Andrzejów-Osada,osada,Urszulin,włodawski,lubelskie
Angowice,wieś,Chojnice,chojnicki,pomorskie
Anielewo,wieś,Kazimierz Biskupi,koniński,wielkopolskie
Anielin,część wsi Kożuchówka,Krzywda,łukowski,lubelskie
Anielin,wieś,Wielgomłyny,radomszczański,łódzkie
Anielin,wieś,Belsk Duży,grójecki,mazowieckie
Anielin,wieś,Nowe Miasto,płoński,mazowieckie
Anielin,kolonia,Okonek,złotowski,wielkopolskie
Anielinek,wieś,Jakubów,miński,mazowieckie
Anielów,kolonia,Sulmierzyce,pajęczański,łódzkie
Anin,kolonia wsi Golędzkie,Oporów,kutnowski,łódzkie
Aniołka-Parcele,osada,Trzcinica,kępiński,wielkopolskie
Aniołów,część miasta Zgierz,Zgierz m,zgierski,łódzkie
Annapol,część miasta Jarocin,Jarocin,jarociński,wielkopolskie
Annogóra,kolonia,Obrzycko,szamotulski,wielkopolskie
Annopol,miasto,Annopol,kraśnicki,lubelskie
Annopol,wieś,Błędów,grójecki,mazowieckie
Annopol,część miasta Siemiatycze,Siemiatycze m,siemiatycki,podlaskie
Annopol Mały,wieś,Czerniewice,tomaszowski,łódzkie
Annosław,wieś,Regnów,rawski,łódzkie
Annowo,przysiółek wsi Duczymin,Chorzele,przasnyski,mazowieckie
Annów,wieś,Policzna,zwoleński,mazowieckie
Ant,część wsi Grodztwo,Kowal,włocławski,kujawsko-pomorskie
Antolek,część miasta Kobyłka,Kobyłka,wołomiński,mazowieckie
Antolka,wieś,Niegowa,myszkowski,śląskie
Antonie,wieś,Popów,kłobucki,śląskie
Antoniew,część wsi Samogoszcz,Oporów,kutnowski,łódzkie
Antoniew,wieś,Nowa Sucha,sochaczewski,mazowieckie
Antoniew-Lubocha,osada,Dalików,poddębicki,łódzkie
Antoniewo,przysiółek wsi Lubicz Dolny,Lubicz,toruński,kujawsko-pomorskie
Antoniewo,wieś,Ostrów Mazowiecka,ostrowski,mazowieckie
Antoniewo,wieś,Lubasz,czarnkowsko-trzcianecki,wielkopolskie
Antoniewo Drugie,część wsi Antoniewo,Siemiątkowo,żuromiński,mazowieckie
Antonin,część miasta Chełm,Chełm m,Chełm,lubelskie
Antonin,część wsi Nietuszyna,Ostrówek,wieluński,łódzkie
Antonin,część wsi Szaniec,Busko-Zdrój,buski,świętokrzyskie
Antonin,wieś,Przygodzice,ostrowski,wielkopolskie
Antonina,wieś,Strzelce Wielkie,pajęczański,łódzkie
Antoninek,część miasta Poznań,Poznań,Poznań,wielkopolskie
Antoninów,wieś,Biała Rawska,rawski,łódzkie
Antoniny,wieś,Szamocin,chodzieski,wielkopolskie
Antoniów,wieś,Milejów,łęczyński,lubelskie
Antoniów,część wsi Wola Skrzydlańska,Dobra,limanowski,małopolskie
Antoniów,wieś,Chlewiska,szydłowiecki,mazowieckie
Antoniów,wieś,Mykanów,częstochowski,śląskie
Antoniów,przysiółek wsi Umianowice,Kije,pińczowski,świętokrzyskie
Antoniówka,wieś,Gorzków,krasnostawski,lubelskie
Antoniówka,wieś,Komarów-Osada,zamojski,lubelskie
Antoniówka,wieś,Policzna,zwoleński,mazowieckie
Antoniów-Kolonia,kolonia,Milejów,łęczyński,lubelskie
Antonowo,część wsi Ogrodniki,Sidra,sokólski,podlaskie
Antonówka,część wsi Zakrzówek,Żelechów,garwoliński,mazowieckie
Antopol,wieś,Podedwórze,parczewski,lubelskie
Antosze,część wsi Mszana Górna,Mszana Dolna,limanowski,małopolskie
Anusin,część wsi Modryń,Mircze,hrubieszowski,lubelskie
Anusin,wieś,Ciepielów,lipski,mazowieckie
Anuszewo,osada,Pisz,piski,warmińsko-mazurskie
Apolonka,wieś,Wolbórz,piotrkowski,łódzkie
Arbasy Duże,wieś,Drohiczyn,siemiatycki,podlaskie
Archutówko,wieś,Bodzanów,płocki,mazowieckie
Arciszewo,osada,Pruszcz Gdański,gdański,pomorskie
Arendowizna,część wsi Bukowa Wielka,Sawin,chełmski,lubelskie
Argentyna,część wsi Grodowice,Bejsce,kazimierski,świętokrzyskie
Arkuszewo,część miasta Gniezno,Gniezno m,gnieźnieński,wielkopolskie
Artulewo,część wsi Przełęk,Płośnica,działdowski,warmińsko-mazurskie
Asmus,wieś,Brusy,chojnicki,pomorskie
Atanazyn,wieś,Szamocin,chodzieski,wielkopolskie
Augustopol,wieś,Dąbrowice,kutnowski,łódzkie
Augustowo,wieś,Długosiodło,wyszkowski,mazowieckie
Augustowo,wieś,Rydzyna,leszczyński,wielkopolskie
Augustów,część wsi Janinów,Bielawy,łowicki,łódzkie
Augustów,wieś,Krasne,przasnyski,mazowieckie
Augustów,część miasta Sieniawa,Sieniawa,przeworski,podkarpackie
Augustówka,wieś,Siemień,parczewski,lubelskie
Augustynka,wieś,Nurzec-Stacja,siemiatycki,podlaskie
Augustynów,wieś,Bełchatów,bełchatowski,łódzkie
Augustynów,wieś,Zagórów,słupecki,wielkopolskie
Auls,kolonia wsi Wojnowce,Kuźnica,sokólski,podlaskie
Awuls,osada leśna,Czemierniki,radzyński,lubelskie
Baba,osada leśna,Mogilno,mogileński,kujawsko-pomorskie
Baba,część wsi Krzykosy,Krzykosy,średzki,wielkopolskie
Babczyzna,wieś,Ostrówek,lubartowski,lubelskie
Babi Koniec,część wsi Rudno,Krzeszowice,krakowski,małopolskie
Babia Gać,osada wsi Wąsosz,Szubin,nakielski,kujawsko-pomorskie
Babia Góra,część wsi Skrzętla-Rojówka,Łososina Dolna,nowosądecki,małopolskie
Babia Góra,część wsi Strzałków,Wolanów,radomski,mazowieckie
Babia Góra,część wsi Lubiny,Koło,kolski,wielkopolskie
Babiak,wieś,Lidzbark Warmiński,lidzbarski,warmińsko-mazurskie
Babianka,wieś,Parczew,parczewski,lubelskie
Babiarzówka,część wsi Siołkowa,Grybów,nowosądecki,małopolskie
Babica,wieś,Czudec,strzyżowski,podkarpackie
Babice,wieś,Oświęcim,oświęcimski,małopolskie
Babice,część wsi Bystrowice,Roźwienica,jarosławski,podkarpackie
Babicha,wieś,Tuszów Narodowy,mielecki,podkarpackie
Babie Błota,część wsi Klamry,Chełmno,chełmiński,kujawsko-pomorskie
Babiec,część wsi Marysin,Młodzieszyn,sochaczewski,mazowieckie
Babienica,wieś,Woźniki,lubliniecki,śląskie
Babięty Małe,część wsi Babięty Wielkie,Susz,iławski,warmińsko-mazurskie
Babiki,wieś,Szudziałowo,sokólski,podlaskie
Babin,wieś,Krotoszyce,legnicki,dolnośląskie
Babin,osada,Środa Wielkopolska,średzki,wielkopolskie
Babinek,wieś,Banie,gryfiński,zachodniopomorskie
Babiniec,część wsi Zabrzeż,Łącko,nowosądecki,małopolskie
Babino,część wsi Chmielno,Chmielno,kartuski,pomorskie
Babiwoda,część wsi Wandzin,Lubartów,lubartowski,lubelskie
Babki Gąseckie,wieś,Olecko,olecki,warmińsko-mazurskie
Baborowo,wieś,Szamotuły,szamotulski,wielkopolskie
Babsk,kolonia,Urszulin,włodawski,lubelskie
Babskie Budy,wieś,Wiskitki,żyrardowski,mazowieckie
Babuty,część wsi Parzeń,Brudzeń Duży,płocki,mazowieckie
Baby,osada leśna,Lubichowo,starogardzki,pomorskie
Baby Górne,wieś,Gostynin,gostyniński,mazowieckie
Bachmackie Kolonie,kolonia,Suchowola,sokólski,podlaskie
Bachor,osada,Górzno,brodnicki,kujawsko-pomorskie
Bachorza,część wsi Kosin,Góra Świętej Małgorzaty,łęczycki,łódzkie
Bachorza-Ośrodek,część wsi Bachorza,Sokołów Podlaski,sokołowski,mazowieckie
Bachorzewo,wieś,Dobrzyń nad Wisłą,lipnowski,kujawsko-pomorskie
Bachorzyn-Kolonia,część wsi Bachorzyn,Buczek,łaski,łódzkie
Bachórz,wieś,Dynów,rzeszowski,podkarpackie
Bachulówka Niżnia,część wsi Sieniawa,Raba Wyżna,nowotarski,małopolskie
Bacieczki-Kolonia,część miasta Białystok,Białystok,Białystok,podlaskie
Baciuty-Kolonia,kolonia,Turośń Kościelna,białostocki,podlaskie
Bacówka,część wsi Kuków,Stryszawa,suski,małopolskie
Bacze Suche,wieś,Łomża,łomżyński,podlaskie
Baczki Fabryczne,część miasta Łochów,Łochów,węgrowski,mazowieckie
Baczyn,kolonia,Choszczno,choszczeński,zachodniopomorskie
Baczysław,wieś,Golczewo,kamieński,zachodniopomorskie
Badów Górny,wieś,Mszczonów,żyrardowski,mazowieckie
Badziski,część wsi Dołęga,Szczurowa,brzeski,małopolskie
Bagatelka,część wsi Bugaj,Miłosław,wrzesiński,wielkopolskie
Bagienica,część miasta Dąbrowa Tarnowska,Dąbrowa Tarnowska,dąbrowski,małopolskie
Bagienice,wieś,Mrągowo,mrągowski,warmińsko-mazurskie
Bagienice Szlacheckie,wieś,Krasnosielc,makowski,mazowieckie
Bagienka,część wsi Małe Chełmy,Brusy,chojnicki,pomorskie
Bagienki,wieś,Tykocin,białostocki,podlaskie
Bagienna,część wsi Czernichów,Czernichów,krakowski,małopolskie
Bagna,część wsi Lubiewice,Lubiewo,tucholski,kujawsko-pomorskie
Bagna,część wsi Dzierzby Włościańskie,Jabłonna Lacka,sokołowski,mazowieckie
Bagna,wieś,Maszewo,goleniowski,zachodniopomorskie
Bagniewo,wieś,Pruszcz,świecki,kujawsko-pomorskie
Bagniuki,wieś,Michałowo,białostocki,podlaskie
Bagno,część wsi Pereszczówka,Drelów,bialski,lubelskie
Bagno,wieś,Zwierzyniec,zamojski,lubelskie
Bagno,przysiółek,Brzesko,brzeski,małopolskie
Bagno,część wsi Łowiczki,Zator,oświęcimski,małopolskie
Bagno,część miasta Węgrów,Węgrów,węgrowski,mazowieckie
Bagno,kolonia,Śniadowo,łomżyński,podlaskie
Bagno,część wsi Strzebiń,Koszęcin,lubliniecki,śląskie
Bagno,część wsi Lubotyń,Babiak,kolski,wielkopolskie
Bagnówka,część miasta Białystok,Białystok,Białystok,podlaskie
Bahnowa,część wsi Czyżyki,Hajnówka,hajnowski,podlaskie
Bajdy,wieś,Wojaszówka,krośnieński,podkarpackie
Bajerki,część miasta Skoczów,Skoczów,cieszyński,śląskie
Bajerze,wieś,Kijewo Królewskie,chełmiński,kujawsko-pomorskie
Bajorki,część wsi Biała Niżna,Grybów,nowosądecki,małopolskie
Bajoro,część wsi Mikluszowice,Drwinia,bocheński,małopolskie
Bajory Wielkie,wieś,Srokowo,kętrzyński,warmińsko-mazurskie
Bakałarzewo,wieś,Bakałarzewo,suwalski,podlaskie
Bakuła,wieś,Baranowo,ostrołęcki,mazowieckie
Balbinów,wieś,Opatów,opatowski,świętokrzyskie
Balcer,przysiółek wsi Skaje,Szczuczyn,grajewski,podlaskie
Balczewo,wieś,Inowrocław,inowrocławski,kujawsko-pomorskie
Baldwinowice,wieś,Namysłów,namysłowski,opolskie
Balewo,wieś,Markusy,elbląski,warmińsko-mazurskie
Balice-Kolonia,część wsi Balice,Gnojno,buski,świętokrzyskie
Balin,wieś,Inowrocław,inowrocławski,kujawsko-pomorskie
Balin Mały,część wsi Balin,Chrzanów,chrzanowski,małopolskie
Balonówka,przysiółek wsi Brzezinka,Andrychów,wadowicki,małopolskie
Balusie,część wsi Las,Przeciszów,oświęcimski,małopolskie
Bałamutowo,wieś,Stare Juchy,ełcki,warmińsko-mazurskie
Bałdoń,wieś,Godziesze Wielkie,kaliski,wielkopolskie
Bałdy,osada,Purda,olsztyński,warmińsko-mazurskie
Bałkany,część wsi Bogoria Skotnicka,Samborzec,sandomierski,świętokrzyskie
Bałosówka,część wsi Grzechynia,Maków Podhalański,suski,małopolskie
Bałtów,wieś,Żyrzyn,puławski,lubelskie
Bałucz,wieś,Łask,łaski,łódzkie
Bałuty,część wsi Nowa Wieś,Wartkowice,poddębicki,łódzkie
Banachówka,część wsi Nozdrzec,Nozdrzec,brzozowski,podkarpackie
Banachy,wieś,Harasiuki,niżański,podkarpackie
Banasie,część wsi Lipowa,Lipowa,żywiecki,śląskie
Banasiówka,część wsi Gorajowice,Jasło,jasielski,podkarpackie
Banaszki,osada,Kętrzyn,kętrzyński,warmińsko-mazurskie
Bandurowa,część wsi Osielec,Jordanów,suski,małopolskie
Bania,część wsi Kwików,Szczurowa,brzeski,małopolskie
Bania,część wsi Pcim,Pcim,myślenicki,małopolskie
Bania,część wsi Górka Jaklińska,Koniusza,proszowicki,małopolskie
Bania,część wsi Rokietnica,Rokietnica,jarosławski,podkarpackie
Bania,część wsi Łukowe,Zagórz,sanocki,podkarpackie
Baniak,osada leśna wsi Spórok,Kolonowskie,strzelecki,opolskie
Banicha,część wsi Wisłowiec,Stary Zamość,zamojski,lubelskie
Baniewice,wieś,Banie,gryfiński,zachodniopomorskie
Banino,wieś,Żukowo,kartuski,pomorskie
Banki,część wsi Andrzejów,Kamień,chełmski,lubelskie
Bankówka,część wsi Ubiad,Chełmiec,nowosądecki,małopolskie
Bantachy,część wsi Kombornia,Korczyna,krośnieński,podkarpackie
Bańdury,część miasta Sucha Beskidzka,Sucha Beskidzka,suski,małopolskie
Bańkowskie,przysiółek wsi Stryszawa,Stryszawa,suski,małopolskie
Bańska Wyżna,wieś,Szaflary,nowotarski,małopolskie
Barak,część wsi Korytno,Masłowice,radomszczański,łódzkie
Baraki,wieś,Siennica Różana,krasnostawski,lubelskie
Baraki,wieś,Sochocin,płoński,mazowieckie
Baraki Chotumskie,wieś,Ciechanów,ciechanowski,mazowieckie
Baran,część wsi Luborzyca,Kocmyrzów-Luborzyca,krakowski,małopolskie
Baranek,przysiółek wsi Ciosny,Wiśniew,siedlecki,mazowieckie
Barania Góra,część wsi Sonina,Łańcut,łańcucki,podkarpackie
Baraniacki Potok,część wsi Wierchomla Wielka,Piwniczna-Zdrój,nowosądecki,małopolskie
Baraniec,osada,Golub-Dobrzyń,golubsko-dobrzyński,kujawsko-pomorskie
Baraniec,wieś,Pyzdry,wrzesiński,wielkopolskie
Barankowa,przysiółek wsi Zawoja,Zawoja,suski,małopolskie
Baranowice,wieś,Milicz,milicki,dolnośląskie
Baranowice,część miasta Żory,Żory,Żory,śląskie
Baranowo,wieś,Baranowo,ostrołęcki,mazowieckie
Baranowo,wieś,Łubowo,gnieźnieński,wielkopolskie
Baranów,część wsi Trzydnik Mały,Trzydnik Duży,kraśnicki,lubelskie
Baranów,część wsi Wesoła,Nozdrzec,brzozowski,podkarpackie
Baranów,wieś,Baranów,kępiński,wielkopolskie
Baranówka,część wsi Stawki,Potok Wielki,janowski,lubelskie
Baranówka,część wsi Jasienica,Myślenice,myślenicki,małopolskie
Baranówka,część wsi Śniadków Górny A,Sobienie-Jeziory,otwocki,mazowieckie
Baranówka,przysiółek wsi Jelna,Nowa Sarzyna,leżajski,podkarpackie
Baranówki,część wsi Nozdrzec,Nozdrzec,brzozowski,podkarpackie
Barany,część wsi Olszówka,Mszana Dolna,limanowski,małopolskie
Barany,wieś,Świętajno,olecki,warmińsko-mazurskie
Barańcówka,część wsi Petrykozy,Białaczów,opoczyński,łódzkie
Barbarka,wieś,Golina,koniński,wielkopolskie
Barbarówka,wieś,Dorohusk,chełmski,lubelskie
Barcelówka,przysiółek wsi Chrząstowice,Wolbrom,olkuski,małopolskie
Barchów-Zacisze,część wsi Barchów,Łochów,węgrowski,mazowieckie
Barcice Dolne,wieś,Stary Sącz,nowosądecki,małopolskie
Barcikowice,wieś,Zielona Góra,zielonogórski,lubuskie
Barcikówka,część wsi Białka,Maków Podhalański,suski,małopolskie
Barcino,wieś,Kępice,słupski,pomorskie
Barcza,wieś,Masłów,kielecki,świętokrzyskie
Barczewo,miasto,Barczewo,olsztyński,warmińsko-mazurskie
Barczyzna,wieś,Nekla,wrzesiński,wielkopolskie
Bardacie,część wsi Glinik Górny,Frysztak,strzyżowski,podkarpackie
Bardo,wieś,Września,wrzesiński,wielkopolskie
Bardówka,część wsi Narty,Lubień Kujawski,włocławski,kujawsko-pomorskie
Bardyny,wieś,Wilczęta,braniewski,warmińsko-mazurskie
Bardzynin,wieś,Dalików,poddębicki,łódzkie
Bargłów Dworny,wieś,Bargłów Kościelny,augustowski,podlaskie
Bargłówka,wieś,Bargłów Kościelny,augustowski,podlaskie
Bargów,wieś,Torzym,sulęciński,lubuskie
Barkocin,wieś,Kołczygłowy,bytowski,pomorskie
Barkowo,wieś,Gołdap,gołdapski,warmińsko-mazurskie
Barlewice,wieś,Sztum,sztumski,pomorskie
Barłogi,osada leśna,Tuchola,tucholski,kujawsko-pomorskie
Barłogi-Kolonia,część wsi Barłogi,Rzgów,koniński,wielkopolskie
Barnakówka,część wsi Nawojowa,Nawojowa,nowosądecki,małopolskie
Barniewice,wieś,Żukowo,kartuski,pomorskie
Barnin,osada wsi Będzinko,Będzino,koszaliński,zachodniopomorskie
Barnowiec,wieś,Łabowa,nowosądecki,małopolskie
Barnówko,wieś,Dębno,myśliborski,zachodniopomorskie
Barszcze,część wsi Stanisławowo,Zbójna,łomżyński,podlaskie
Barszczówka,część miasta Połaniec,Połaniec,staszowski,świętokrzyskie
Bartążek,osada,Stawiguda,olsztyński,warmińsko-mazurskie
Bartki,wieś,Jedwabne,łomżyński,podlaskie
Bartkowa Stajnia,część wsi Tuszkowy,Lipusz,kościerski,pomorskie
Bartkowski Dwór,osada,Wieliczki,olecki,warmińsko-mazurskie
Bartków,wieś,Zagnańsk,kielecki,świętokrzyskie
Bartkówka,część miasta Dynów,Dynów m,rzeszowski,podkarpackie
Bartłomieje,część wsi Strzyżowice,Opatów,opatowski,świętokrzyskie
Bartne,część wsi Przeczów,Łubnice,staszowski,świętokrzyskie
Bartniczka,wieś,Bartniczka,brodnicki,kujawsko-pomorskie
Bartniki,wieś,Puszcza Mariańska,żyrardowski,mazowieckie
Bartodzieje,wieś,Niechlów,górowski,dolnośląskie
Bartodzieje,wieś,Tczów,zwoleński,mazowieckie
Bartodzieje Wielkie,część miasta Bydgoszcz,Bydgoszcz,Bydgoszcz,kujawsko-pomorskie
Bartolin,wieś,Stryków,zgierski,łódzkie
Bartorzówka,część wsi Ochotnica Górna,Ochotnica Dolna,nowotarski,małopolskie
Bartosza,część wsi Skomielna Czarna,Tokarnia,myślenicki,małopolskie
Bartoszewice,wieś,Jutrosin,rawicki,wielkopolskie
Bartoszki,część wsi Gilowice,Gilowice,żywiecki,śląskie
Bartoszowiny,wieś,Nowa Słupia,kielecki,świętokrzyskie
Bartoszówka,część wsi Krężnica Jara,Niedrzwica Duża,lubelski,lubelskie
Bartoszówka,wieś,Żabia Wola,grodziski,mazowieckie
Barty,wieś,Zalewo,iławski,warmińsko-mazurskie
Baruchówek,część wsi Baruchowo,Baruchowo,włocławski,kujawsko-pomorskie
Barwałd Dolny,wieś,Wadowice,wadowicki,małopolskie
Barwik,wieś,Przodkowo,kartuski,pomorskie
Barwinek,wieś,Dukla,krośnieński,podkarpackie
Barwino,wieś,Kępice,słupski,pomorskie
Barycz,wieś,Żytno,radomszczański,łódzkie
Barycz,wieś,Końskie,konecki,świętokrzyskie
Baryczka,wieś,Niebylec,strzyżowski,podkarpackie
Barzykówka,część wsi Trzcinica,Jasło,jasielski,podkarpackie
Basiagówka,część wsi Kamionka Wielka,Kamionka Wielka,nowosądecki,małopolskie
Basinek,część wsi Kornelin,Nowa Sucha,sochaczewski,mazowieckie
Baskiery,część wsi Gorzyce,Gorzyce,tarnobrzeski,podkarpackie
Baszewice,wieś,Gryfice,gryficki,zachodniopomorskie
Baszków,wieś,Zduny,krotoszyński,wielkopolskie
Baszowice,wieś,Nowa Słupia,kielecki,świętokrzyskie
Baściki,część wsi Bujaków,Porąbka,bielski,śląskie
Batogi,przysiółek wsi Wola Malkowska,Bogoria,staszowski,świętokrzyskie
Batorów,część miasta Szczytna,Szczytna,kłodzki,dolnośląskie
Batorz Drugi,część wsi Batorz,Batorz,janowski,lubelskie
Batraki,część miasta Biała Podlaska,Biała Podlaska m,Biała Podlaska,lubelskie
Baumówka,część wsi Nawojowa,Nawojowa,nowosądecki,małopolskie
Bazar,wieś,Rybczewice,świdnicki,lubelskie
Bazarówka,część wsi Tuczępy,Tuczępy,buski,świętokrzyskie
Bazelówka,część wsi Przysietnica,Brzozów,brzozowski,podkarpackie
Bazylany,część miasta Chełm,Chełm m,Chełm,lubelskie
Bazylowe,kolonia wsi Eliaszuki,Narewka,hajnowski,podlaskie
Bażantarnia,część wsi Słomków,Maków,skierniewicki,łódzkie
Bażantarnia,część miasta Białystok,Białystok,Białystok,podlaskie
Bąblin,wieś,Oborniki,obornicki,wielkopolskie
Bąbolowa,część wsi Łętownia,Jordanów,suski,małopolskie
Bącz,wieś,Kartuzy,kartuski,pomorskie
Bączałka,wieś,Brzostek,dębicki,podkarpackie
Bączkowiec,część wsi Bogunice,Lyski,rybnicki,śląskie
Bądki,wieś,Gardeja,kwidzyński,pomorskie
Bądkowo,osada,Płoty,gryficki,zachodniopomorskie
Bądkowo-Rumunki,wieś,Brudzeń Duży,płocki,mazowieckie
Bądkówek,wieś,Bądkowo,aleksandrowski,kujawsko-pomorskie
Bądziołów,część wsi Zrecze Małe,Chmielnik,kielecki,świętokrzyskie
Bągart,wieś,Kijewo Królewskie,chełmiński,kujawsko-pomorskie
Bąk,część wsi Kaski,Galewice,wieruszowski,łódzkie
Bąki,wieś,Zadzim,poddębicki,łódzkie
Bąki,część wsi Zielonka,Raniżów,kolbuszowski,podkarpackie
