name, desc, gmina, powiat, wojew
Budy Dobrzechowskie,część wsi Dobrzechów,Strzyżów,strzyżowski,podkarpackie
Budy Gębarzowskie,przysiółek wsi Gębarzów,Skaryszew,radomski,mazowieckie
Budy Grzegorzewskie,część wsi Kępa Niemojewska,Grabów nad Pilicą,kozienicki,mazowieckie
Budy Józefowskie,wieś,Radziejowice,żyrardowski,mazowieckie
Budy Komborskie,część wsi Kombornia,Korczyna,krośnieński,podkarpackie
Budy Kraszewskie,wieś,Raciąż,płoński,mazowieckie
Budy Leśniewickie,część wsi Kleniew,Gostynin,gostyniński,mazowieckie
Budy Łękawickie,wieś,Siennica,miński,mazowieckie
Budy Michałowskie,wieś,Warka,grójecki,mazowieckie
Budy Niemianowskie,wieś,Gózd,radomski,mazowieckie
Budy Osieckie,część wsi Osiek Wielki,Osiek Mały,kolski,wielkopolskie
Budy Pod Brzeżanką,część wsi Wysoka Strzyżowska,Strzyżów,strzyżowski,podkarpackie
Budy Poryckie,wieś,Stawiski,kolneński,podlaskie
Budy Pustkowe,część wsi Nowa Wieś,Osiek Mały,kolski,wielkopolskie
Budy Rządowe,wieś,Jednorożec,przasnyski,mazowieckie
Budy Stryjewskie,wieś,Łask,łaski,łódzkie
Budy Szustkowskie,część wsi Szustek,Skrwilno,rypiński,kujawsko-pomorskie
Budy Uniejowskie,część miasta Uniejów,Uniejów,poddębicki,łódzkie
Budy Wolacze,część wsi Durdy,Baranów Sandomierski,tarnobrzeski,podkarpackie
Budy Wolskie,przysiółek wsi Wola Komborska,Korczyna,krośnieński,podkarpackie
Budy Zosine,wieś,Jaktorów,grodziski,mazowieckie
Budy-Brzeziny,część wsi Bojanowo,Radzanów,mławski,mazowieckie
Budy-Grzybek,wieś,Jaktorów,grodziski,mazowieckie
Budy-Koniec,część wsi Wola Zarczycka,Nowa Sarzyna,leżajski,podkarpackie
Budynia,wieś,Dąbie,krośnieński,lubuskie
Budy-Przetycz,wieś,Długosiodło,wyszkowski,mazowieckie
Budy-Zastawie,część wsi Wola Zarczycka,Nowa Sarzyna,leżajski,podkarpackie
Budziaki,wieś,Rojewo,inowrocławski,kujawsko-pomorskie
Budziarze,wieś,Biszcza,biłgorajski,lubelskie
Budziejewko,wieś,Mieścisko,wągrowiecki,wielkopolskie
Budzieszewice,wieś,Przybiernów,goleniowski,zachodniopomorskie
Budziewizna,część wsi Świackie,Sejny,sejneński,podlaskie
Budzimskie,osada,Kołobrzeg,kołobrzeski,zachodniopomorskie
Budzisk,osada leśna,Czarna Białostocka,białostocki,podlaskie
Budziska,część wsi Lisikierz,Wola Mysłowska,łukowski,lubelskie
Budziska,osada,Jednorożec,przasnyski,mazowieckie
Budziska,wieś,Łubnice,staszowski,świętokrzyskie
Budziska Przywitowskie,część wsi Przywitowo,Skrwilno,rypiński,kujawsko-pomorskie
Budzisko,część wsi Świniary,Drwinia,bocheński,małopolskie
Budzisław,wieś,Bytoń,radziejowski,kujawsko-pomorskie
Budzisław Kościelny,wieś,Kleczew,koniński,wielkopolskie
Budzisz,część wsi Nagawczyna,Dębica,dębicki,podkarpackie
Budzisz,wieś,Dzierzgoń,sztumski,pomorskie
Budziszewice,wieś,Budziszewice,tomaszowski,łódzkie
Budziszki,wieś,Stary Lubotyń,ostrowski,mazowieckie
Budziszów Wielki,wieś,Wądroże Wielkie,jaworski,dolnośląskie
Budziwój,część miasta Rzeszów,Rzeszów,Rzeszów,podkarpackie
Budzów,wieś,Stoszowice,ząbkowicki,dolnośląskie
Budzów Wierch,część wsi Murzasichle,Poronin,tatrzański,małopolskie
Budzynie,część wsi Dorohusk,Dorohusk,chełmski,lubelskie
Budzyń,część wsi Łomazy,Łomazy,bialski,lubelskie
Budzyń,część wsi Bobrowniki,Ryki,rycki,lubelskie
Budzyń,część wsi Raba Niżna,Mszana Dolna,limanowski,małopolskie
Budzyń,część wsi Borowa,Zakliczyn,tarnowski,małopolskie
Budzyń,przysiółek wsi Jelna,Nowa Sarzyna,leżajski,podkarpackie
Budzyń,część miasta Kazimierza Wielka,Kazimierza Wielka,kazimierski,świętokrzyskie
Buflak,część miasta Nowy Targ,Nowy Targ m,nowotarski,małopolskie
Bugaj,część wsi Przymiłów,Sędziejowice,łaski,łódzkie
Bugaj,część wsi Szczyty,Działoszyn,pajęczański,łódzkie
Bugaj,część wsi Ochotnik,Masłowice,radomszczański,łódzkie
Bugaj,część wsi Włyń,Warta,sieradzki,łódzkie
Bugaj,część wsi Ruda-Bugaj,Aleksandrów Łódzki,zgierski,łódzkie
Bugaj,część wsi Karsy,Gręboszów,dąbrowski,małopolskie
Bugaj,przysiółek wsi Jawornik,Myślenice,myślenicki,małopolskie
Bugaj,część wsi Jabłonka,Jabłonka,nowotarski,małopolskie
Bugaj,część wsi Bogoniowice,Ciężkowice,tarnowski,małopolskie
Bugaj,wieś,Kalwaria Zebrzydowska,wadowicki,małopolskie
Bugaj,część wsi Jaślany,Tuszów Narodowy,mielecki,podkarpackie
Bugaj,część miasta Szczyrk,Szczyrk,bielski,śląskie
Bugaj,część wsi Lipowa,Lipowa,żywiecki,śląskie
Bugaj,część wsi Tuczępy,Tuczępy,buski,świętokrzyskie
Bugaj,przysiółek wsi Mokrsko Dolne,Sobków,jędrzejowski,świętokrzyskie
Bugaj,część wsi Bedlno,Końskie,konecki,świętokrzyskie
Bugaj,część miasta Suchedniów,Suchedniów,skarżyski,świętokrzyskie
Bugaj,kolonia,Mycielin,kaliski,wielkopolskie
Bugaj,wieś,Pobiedziska,poznański,wielkopolskie
Bugaj Dmeniński,przysiółek wsi Dmenin,Kodrąb,radomszczański,łódzkie
Bugaj Zakrzewski,część kolonii Antopol,Kodrąb,radomszczański,łódzkie
Bugajówka,część wsi Rokiciny Podhalańskie,Raba Wyżna,nowotarski,małopolskie
Bugno,część miasta Szczecinek,Szczecinek m,szczecinecki,zachodniopomorskie
Bujak,część wsi Dąbrowa,Andrzejewo,ostrowski,mazowieckie
Bujakowszczyzna,kolonia wsi Kamień,Czyże,hajnowski,podlaskie
Bujakówka,część wsi Pisarzowa,Limanowa,limanowski,małopolskie
Bujanica,część wsi Stryjno Drugie,Rybczewice,świdnicki,lubelskie
Bujenka,wieś,Ciechanowiec,wysokomazowiecki,podlaskie
Bujniczki-Kolonia,wieś,Gorzkowice,piotrkowski,łódzkie
Bujny Księże,kolonia,Zelów,bełchatowski,łódzkie
Buk,osada,Wąbrzeźno,wąbrzeski,kujawsko-pomorskie
Buk,przysiółek wsi Nidek,Wieprz,wadowicki,małopolskie
Buk,osada,Przybiernów,goleniowski,zachodniopomorskie
Buki,przysiółek wsi Zawoja,Zawoja,suski,małopolskie
Bukijowiec,część wsi Zanowinie,Dorohusk,chełmski,lubelskie
Bukowa,kolonia,Bełchatów,bełchatowski,łódzkie
Bukowa,przysiółek wsi Mostki,Jarocin,niżański,podkarpackie
Bukowa,wieś,Krasocin,włoszczowski,świętokrzyskie
Bukowa Góra,część wsi Smoleń,Pilica,zawierciański,śląskie
Bukowa Mała-Kolonia,część wsi Bukowa Mała,Sawin,chełmski,lubelskie
Bukowe Budy,część wsi Różanka,Wiśniowa,strzyżowski,podkarpackie
Bukowice,wieś,Krośnice,milicki,dolnośląskie
Bukowiczka,przysiółek wsi Bukowica,Niegosławice,żagański,lubuskie
Bukowie,kolonia,Bierzwnik,choszczeński,zachodniopomorskie
Bukowiec,wieś,Jabłonowo Pomorskie,brodnicki,kujawsko-pomorskie
Bukowiec,kolonia,Aleksandrów,biłgorajski,lubelskie
Bukowiec,wieś,Nowosolna,łódzki wschodni,łódzkie
Bukowiec,przysiółek wsi Lubasz,Szczucin,dąbrowski,małopolskie
Bukowiec,część wsi Świnna Poręba,Mucharz,wadowicki,małopolskie
Bukowiec,wieś,Lutowiska,bieszczadzki,podkarpackie
Bukowiec,przysiółek wsi Porąbka,Porąbka,bielski,śląskie
Bukowiec,wieś,Budzyń,chodzieski,wielkopolskie
Bukowiec,część miasta Legionowo,Legionowo,legionowski,mazowieckie
Bukowiec Mały,osada,Janowiec Kościelny,nidzicki,warmińsko-mazurskie
Bukowiec Wielki,osada,Janowiec Kościelny,nidzicki,warmińsko-mazurskie
Bukowina,wieś,Błaszki,sieradzki,łódzkie
Bukowina,część miasta Ryglice,Ryglice,tarnowski,małopolskie
Bukowina,część wsi Brzeziny,Wielopole Skrzyńskie,ropczycko-sędziszowski,podkarpackie
Bukowina,osada,Pniewy,szamotulski,wielkopolskie
Bukowina Kłodzka,część miasta Kudowa-Zdrój,Kudowa-Zdrój,kłodzki,dolnośląskie
Bukowinka,część wsi Hrebenne,Lubycza Królewska,tomaszowski,lubelskie
Bukowizna,część wsi Boksze-Osada,Puńsk,sejneński,podlaskie
Bukownica Mała,część wsi Bukownica,Tereszpol,biłgorajski,lubelskie
Bukowno-Okupniki,część wsi Bukowno,Olsztyn,częstochowski,śląskie
Bukowo,kolonia,Sierakowice,kartuski,pomorskie
Bukowo,wieś,Polanów,koszaliński,zachodniopomorskie
Bukowo Morskie,wieś,Darłowo,sławieński,zachodniopomorskie
Bukowskie,część miasta Tarnogród,Tarnogród,biłgorajski,lubelskie
Bukowszczyzna,część wsi Korczowa,Radymno,jarosławski,podkarpackie
Buków,wieś,Sulechów,zielonogórski,lubuskie
Buków,wieś,Haczów,brzozowski,podkarpackie
Bukówka,część wsi Szczawa,Kamienica,limanowski,małopolskie
Bukówka,wieś,Pawłów,starachowicki,świętokrzyskie
Bukówko,wieś,Tychowo,białogardzki,zachodniopomorskie
Buksa,część miasta Ryki,Ryki,rycki,lubelskie
Buktówka,część wsi Budzów,Budzów,suski,małopolskie
Bulaki,część wsi Półrzeczki,Dobra,limanowski,małopolskie
Bulańdówka,część wsi Skawa,Raba Wyżna,nowotarski,małopolskie
Bulin,wieś,Kożuchów,nowosolski,lubuskie
Bulowskówka,część wsi Rdzawka,Rabka-Zdrój,nowotarski,małopolskie
Bułasowa,część wsi Lubień,Lubień,myślenicki,małopolskie
Bułgaria,część wsi Wilkowice,Wilkowice,bielski,śląskie
Bunar,część wsi Przeginia Narodowa,Czernichów,krakowski,małopolskie
Buniewski Brzeg,część wsi Roszki-Wodźki,Łapy,białostocki,podlaskie
Buńdówki,część miasta Zakopane,Zakopane,tatrzański,małopolskie
Buraki,wieś,Puńsk,sejneński,podlaskie
Burbony,część wsi Izabelin,Krzymów,koniński,wielkopolskie
Burdajny,wieś,Godkowo,elbląski,warmińsko-mazurskie
Burdak Długołęcki,część wsi Długołęka-Świerkla,Podegrodzie,nowosądecki,małopolskie
Burdele,część wsi Czasław,Raciechowice,myślenicki,małopolskie
Burdychowo,część wsi Silno,Chojnice,chojnicki,pomorskie
Burdze,przysiółek wsi Przyszów,Bojanów,stalowowolski,podkarpackie
Burkat,wieś,Działdowo,działdowski,warmińsko-mazurskie
Burkowa,część wsi Bystra,Bystra-Sidzina,suski,małopolskie
Burmistrzowa,część wsi Krzeczów,Lubień,myślenicki,małopolskie
Buroniowa,część wsi Kojszówka,Maków Podhalański,suski,małopolskie
Burowo,wieś,Goleniów,goleniowski,zachodniopomorskie
Bursz,wieś,Działdowo,działdowski,warmińsko-mazurskie
Burtanowa,przysiółek wsi Lubień,Lubień,myślenicki,małopolskie
Burzec,wieś,Wojcieszków,łukowski,lubelskie
Burzyn,wieś,Tuchów,tarnowski,małopolskie
Busin,część wsi Szkucin,Ruda Maleniecka,konecki,świętokrzyskie
Busko-Zdrój,miasto,Busko-Zdrój,buski,świętokrzyskie
Buszcze,osada,Czaplinek,drawski,zachodniopomorskie
Buszęcin,wieś,Kamień Pomorski,kamieński,zachodniopomorskie
Buszkowice Małe,wieś,Wińsko,wołowski,dolnośląskie
Buszkowo,wieś,Skulsk,koniński,wielkopolskie
Buszków,wieś,Słaboszów,miechowski,małopolskie
Buszów,część wsi Trójca,Zgorzelec,zgorzelecki,dolnośląskie
Buszyna,część wsi Brzóza,Głowaczów,kozienicki,mazowieckie
Buślary,wieś,Połczyn-Zdrój,świdwiński,zachodniopomorskie
Butlerów,kolonia wsi Jartypory,Liw,węgrowski,mazowieckie
Butory,część wsi Rzyki,Andrychów,wadowicki,małopolskie
Butrymowce,wieś,Nowy Dwór,sokólski,podlaskie
Buzuny,część wsi Turośń Kościelna,Turośń Kościelna,białostocki,podlaskie
Bychanie,część wsi Kożanówka,Rossosz,bialski,lubelskie
Bychawka Druga-Kolonia,wieś,Bychawa,lubelski,lubelskie
Bychowo,wieś,Żmigród,trzebnicki,dolnośląskie
Bycz,wieś,Piotrków Kujawski,radziejowski,kujawsko-pomorskie
Byczek,część wsi Ciosmy,Biłgoraj,biłgorajski,lubelskie
Byczów,część wsi Zbeltowice,Bejsce,kazimierski,świętokrzyskie
Byczyna,wieś,Poddębice,poddębicki,łódzkie
Byczynica,przysiółek wsi Steblów,Cisek,kędzierzyńsko-kozielski,opolskie
Bydlin,wieś,Klucze,olkuski,małopolskie
Bydłowa,wieś,Oleśnica,staszowski,świętokrzyskie
Byki,część wsi Niedzieliska,Kiernozia,łowicki,łódzkie
Byki-Kolonia,część miasta Piotrków Trybunalski,Piotrków Trybunalski,Piotrków Trybunalski,łódzkie
Bykowiec,część wsi Prądzew,Rusiec,bełchatowski,łódzkie
Bykowska Polana,część wsi Kocierz Moszczanicki,Łękawica,żywiecki,śląskie
Bykówka,część wsi Bielanka,Raba Wyżna,nowotarski,małopolskie
Bylica,część wsi Chróścina,Góra,górowski,dolnośląskie
Bylice-Kolonia,wieś,Grzegorzew,kolski,wielkopolskie
Bylin,wieś,Kleszczewo,poznański,wielkopolskie
Byłyczek,wieś,Śliwice,tucholski,kujawsko-pomorskie
Bynowo,wieś,Miłomłyn,ostródzki,warmińsko-mazurskie
Byrtkowa,część wsi Hucisko,Stryszawa,suski,małopolskie
Bysław,wieś,Lubiewo,tucholski,kujawsko-pomorskie
Bystra,część wsi Kicznia,Łącko,nowosądecki,małopolskie
Bystra,osada,Goleniów,goleniowski,zachodniopomorskie
Bystra Górna,część wsi Bystra,Wilkowice,bielski,śląskie
Bystre,wieś,Czarna,bieszczadzki,podkarpackie
Bystrek,część wsi Kamień,Ceków-Kolonia,kaliski,wielkopolskie
Bystry,osada,Giżycko,giżycki,warmińsko-mazurskie
Bystrzanów,wieś,Tarczyn,piaseczyński,mazowieckie
Bystrzek,wieś,Śrem,śremski,wielkopolskie
Bystrzyca,wieś,Wólka,lubelski,lubelskie
Bystrzyca,osada,Trzemeszno,gnieźnieński,wielkopolskie
Bystrzyca Nowa,wieś,Strzyżewice,lubelski,lubelskie
Bystrzynka,osada,Świdwin,świdwiński,zachodniopomorskie
Byszew-Kaczyn,wieś,Kutno,kutnowski,łódzkie
Byszewo,wieś,Siemyśl,kołobrzeski,zachodniopomorskie
Byszki,wieś,Ujście,pilski,wielkopolskie
Byszówka,wieś,Klimontów,sandomierski,świętokrzyskie
Bytkowice,wieś,Koronowo,bydgoski,kujawsko-pomorskie
Bytnica,wieś,Bytnica,krośnieński,lubuskie
Bytomka,przysiółek wsi Jeżowiec,Kluczewsko,włoszczowski,świętokrzyskie
Bytowo,wieś,Dobrzany,stargardzki,zachodniopomorskie
Bytyń,wieś,Kaźmierz,szamotulski,wielkopolskie
Bzdus,część wsi Brzegi,Miastków Kościelny,garwoliński,mazowieckie
Bzie Górne,część miasta Jastrzębie-Zdrój,Jastrzębie-Zdrój,Jastrzębie-Zdrój,śląskie
Bzin,część miasta Skarżysko-Kamienna,Skarżysko-Kamienna,skarżyski,świętokrzyskie
Bzionków,część wsi Rzędowice,Dobrodzień,oleski,opolskie
Bzowo,wieś,Warlubie,świecki,kujawsko-pomorskie
Bzów,część miasta Zawiercie,Zawiercie,zawierciański,śląskie
Bzówko,część wsi Fletnowo,Dragacz,świecki,kujawsko-pomorskie
Cabakówka,część wsi Homrzyska,Nawojowa,nowosądecki,małopolskie
Caców-Dziadówki,część wsi Caców,Nagłowice,jędrzejowski,świętokrzyskie
Całgowizna,część wsi Masłońskie,Poraj,myszkowski,śląskie
Capace,część wsi Biały Dunajec,Biały Dunajec,tatrzański,małopolskie
Capówka,część wsi Wierzbanowa,Wiśniowa,myślenicki,małopolskie
Car,część wsi Łupianka Stara,Łapy,białostocki,podlaskie
Carzaki,część wsi Stryszawa,Stryszawa,suski,małopolskie
Cebryszewo,część wsi Karnkowo,Lipno,lipnowski,kujawsko-pomorskie
Cebulówka,przysiółek wsi Lipiny,Gózd,radomski,mazowieckie
Cechówka,część wsi Spytkowice,Spytkowice,nowotarski,małopolskie
Cecurówka,przysiółek wsi Frycowa,Nawojowa,nowosądecki,małopolskie
Cedron,część wsi Brody,Kalwaria Zebrzydowska,wadowicki,małopolskie
Cedry Małe-Kolonia,część wsi Cedry Małe,Cedry Wielkie,gdański,pomorskie
Cedzyna-Góra,część wsi Cedzyna,Górno,kielecki,świętokrzyskie
Cegielnia,kolonia wsi Halasy,Międzyrzec Podlaski,bialski,lubelskie
Cegielnia,wieś,Horodło,hrubieszowski,lubelskie
Cegielnia,część wsi Brzostówiec,Radzyń Podlaski,radzyński,lubelskie
Cegielnia,część miasta Zwierzyniec,Zwierzyniec,zamojski,lubelskie
Cegielnia,część wsi Moszczenica Niżna,Stary Sącz,nowosądecki,małopolskie
Cegielnia,część wsi Brzóza,Głowaczów,kozienicki,mazowieckie
Cegielnia,część wsi Kuznocin,Sochaczew,sochaczewski,mazowieckie
Cegielnia,przysiółek wsi Szymonków,Wołczyn,kluczborski,opolskie
Cegielnia,część wsi Zabrnie,Wadowice Górne,mielecki,podkarpackie
Cegielnia,część wsi Płonka-Kozły,Łapy,białostocki,podlaskie
Cegielnia,część miasta Kościerzyna,Kościerzyna m,kościerski,pomorskie
Cegielnia,część wsi Świbie,Wielowieś,gliwicki,śląskie
Cegielnia,część wsi Hołdowiec,Kazimierza Wielka,kazimierski,świętokrzyskie
Cegielnia,wieś,Tarłów,opatowski,świętokrzyskie
Cegielnia,część miasta Koprzywnica,Koprzywnica,sandomierski,świętokrzyskie
Cegielnia,część wsi Lubasz,Lubasz,czarnkowsko-trzcianecki,wielkopolskie
Cegielnia,wieś,Koźmin Wielkopolski,krotoszyński,wielkopolskie
Cegielnia Mała,część wsi Cegielnia,Rogowo,żniński,kujawsko-pomorskie
Cegielnia-Chylice,część miasta Konstancin-Jeziorna,Konstancin-Jeziorna,piaseczyński,mazowieckie
Cegielnia-Łąka,przysiółek wsi Roztoka,Kleczew,koniński,wielkopolskie
Cegielniana,część miasta Kraków,Kraków,Kraków,małopolskie
Cegielnik,wieś,Zławieś Wielka,toruński,kujawsko-pomorskie
Ceglarze,przysiółek wsi Zwierzyniec Trzeci,Panki,kłobucki,śląskie
Cegłowo,osada,Gietrzwałd,olsztyński,warmińsko-mazurskie
Cegłówko,przysiółek wsi Przybyszów,Sława,wschowski,lubuskie
Cekanów,wieś,Rozprza,piotrkowski,łódzkie
Ceklarze,przysiółek wsi Kasina Wielka,Mszana Dolna,limanowski,małopolskie
Celbówko,osada,Puck,pucki,pomorskie
Celestynowo,osada,Kórnik,poznański,wielkopolskie
Celestynów,wieś,Borek Wielkopolski,gostyński,wielkopolskie
Celina,osada leśna,Kobiele Wielkie,radomszczański,łódzkie
Celinowo,wieś,Somianka,wyszkowski,mazowieckie
Celinów,wieś,Grabów nad Pilicą,kozienicki,mazowieckie
Celiny,wieś,Iwanowice,krakowski,małopolskie
Celiny,wieś,Bodzentyn,kielecki,świętokrzyskie
Celiny Pojałowskie,część wsi Pojałowice,Miechów,miechowski,małopolskie
Celów,osada,Dobromierz,świdnicki,dolnośląskie
Cempkowo,wieś,Płońsk,płoński,mazowieckie
Cendrowo,część wsi Bożewo,Mochowo,sierpecki,mazowieckie
Centrala,część miasta Wieliczka,Wieliczka,wielicki,małopolskie
Centrum,część wsi Janowice,Bestwina,bielski,śląskie
Centrum,część miasta Skoczów,Skoczów,cieszyński,śląskie
Cepno,wieś,Stolno,chełmiński,kujawsko-pomorskie
Cerchla,część wsi Obidza,Łącko,nowosądecki,małopolskie
Cerekiew,wieś,Zakrzew,radomski,mazowieckie
Cerekwica Stara,wieś,Jaraczewo,jarociński,wielkopolskie
Cerki,część wsi Lubomierz,Mszana Dolna,limanowski,małopolskie
Cerla,część wsi Kocierz Rychwałdzki,Łękawica,żywiecki,śląskie
Cersle,część wsi Mąchocice-Scholasteria,Masłów,kielecki,świętokrzyskie
Cesarzówka,część wsi Jasionka,Dukla,krośnieński,podkarpackie
Ceteń,część wsi Anielin,Poświętne,opoczyński,łódzkie
Cetty,wieś,Chodecz,włocławski,kujawsko-pomorskie
Cetyń,wieś,Trzebielino,bytowski,pomorskie
Cezarówka Dolna,część miasta Jaworzno,Jaworzno,Jaworzno,śląskie
Chabalina,część wsi Tropie,Gródek nad Dunajcem,nowosądecki,małopolskie
Chaberki,część wsi Ślepowron,Wolanów,radomski,mazowieckie
Chabielice,wieś,Szczerców,bełchatowski,łódzkie
Chabka,część miasta Rzeszów,Rzeszów,Rzeszów,podkarpackie
Chabówko,wieś,Bielice,pyrzycki,zachodniopomorskie
Chachalnia,wieś,Zduny,krotoszyński,wielkopolskie
Chadziajówka,przysiółek wsi Wola Knyszyńska,Działoszyce,pińczowski,świętokrzyskie
Chajew-Kolonia,kolonia,Brąszewice,sieradzki,łódzkie
Chalin,wieś,Sieraków,międzychodzki,wielkopolskie
Chaławy,wieś,Brodnica,śremski,wielkopolskie
Chałupina,część wsi Jazowsko,Łącko,nowosądecki,małopolskie
Chałupki,wieś,Kamieniec Ząbkowicki,ząbkowicki,dolnośląskie
Chałupki,część wsi Siedliska Kolonia,Zamość,zamojski,lubelskie
Chałupki,część wsi Cholerzyn,Liszki,krakowski,małopolskie
Chałupki,przysiółek wsi Chotcza Dolna,Chotcza,lipski,mazowieckie
Chałupki,część miasta Leżajsk,Leżajsk m,leżajski,podkarpackie
Chałupki,część wsi Maćkowice,Żurawica,przemyski,podkarpackie
Chałupki,część wsi Zagórze,Jawornik Polski,przeworski,podkarpackie
Chałupki,część wsi Wojkowice Kościelne,Siewierz,będziński,śląskie
Chałupki,część wsi Widuchowa,Busko-Zdrój,buski,świętokrzyskie
Chałupki,część wsi Grodowice,Bejsce,kazimierski,świętokrzyskie
Chałupki,wieś,Morawica,kielecki,świętokrzyskie
Chałupki,część wsi Huta,Odolanów,ostrowski,wielkopolskie
Chałupki Dusowskie,osada,Stubno,przemyski,podkarpackie
Chałupki Nienowickie,część wsi Nienowice,Radymno,jarosławski,podkarpackie
Chałupniki,część wsi Zaporze,Radecznica,zamojski,lubelskie
Chałupy,część wsi Komarno,Janowice Wielkie,jeleniogórski,dolnośląskie
Chałupy,część wsi Wincentów,Tczów,zwoleński,mazowieckie
Chamajdówka,część wsi Łaguszów,Przyłęk,zwoleński,mazowieckie
Chańcza,wieś,Raków,kielecki,świętokrzyskie
Chaptyzów,kolonia,Masłowice,radomszczański,łódzkie
Charbin,osada,Powidz,słupecki,wielkopolskie
Charchocin,część wsi Chojny,Lubień Kujawski,włocławski,kujawsko-pomorskie
Charężów,przysiółek wsi Podpolichno,Chęciny,kielecki,świętokrzyskie
Charłub,wieś,Książ Wielkopolski,śremski,wielkopolskie
Charnowo,wieś,Płoty,gryficki,zachodniopomorskie
Chartowo,osada,Dzierzgoń,sztumski,pomorskie
Charula,część wsi Nowe Kichary,Dwikozy,sandomierski,świętokrzyskie
Charz Drugi,część miasta Nałęczów,Nałęczów,puławski,lubelskie
Charzewo,wieś,Kiszkowo,gnieźnieński,wielkopolskie
Charzyny-Borzymy,część wsi Charzyny,Raciąż,płoński,mazowieckie
Chatalonki,część miasta Wisła,Wisła,cieszyński,śląskie
Chądzyny-Krusze,wieś,Strzegowo,mławski,mazowieckie
Chąśno Drugie,wieś,Chąśno,łowicki,łódzkie
Chebzie,część wsi Skrzelczyce,Pierzchnica,kielecki,świętokrzyskie
Chechłowo,wieś,Drohiczyn,siemiatycki,podlaskie
Checwoda,część wsi Niedoń,Błaszki,sieradzki,łódzkie
Chełchy,wieś,Kowale Oleckie,olecki,warmińsko-mazurskie
Chełchy-Chabdzyno,wieś,Karniewo,makowski,mazowieckie
Chełm,wieś,Rudna,lubiński,dolnośląskie
Chełm,część miasta Myślenice,Myślenice,myślenicki,małopolskie
Chełm,część miasta Gdańsk,Gdańsk,Gdańsk,pomorskie
Chełm Gryficki,przysiółek wsi Włodarka,Trzebiatów,gryficki,zachodniopomorskie
Chełmce,wieś,Strawczyn,kielecki,świętokrzyskie
Chełmek,miasto,Chełmek,oświęcimski,małopolskie
Chełmica,wieś,Tuplice,żarski,lubuskie
Chełmiczki,wieś,Kruszwica,inowrocławski,kujawsko-pomorskie
Chełmiec,wieś,Kraśniczyn,krasnostawski,lubelskie
Chełminko,wieś,Duszniki,szamotulski,wielkopolskie
Chełmno,miasto,Chełmno m,chełmiński,kujawsko-pomorskie
Chełmno-Dół,część wsi Chełmno,Dąbie,kolski,wielkopolskie
Chełmonie,wieś,Kowalewo Pomorskie,golubsko-dobrzyński,kujawsko-pomorskie
Chełmska,część wsi Leszczany,Żmudź,chełmski,lubelskie
Chełmszczanka,część wsi Włóki,Dobrcz,bydgoski,kujawsko-pomorskie
Chełmżyca,wieś,Susz,iławski,warmińsko-mazurskie
Chełst,wieś,Drawsko,czarnkowsko-trzcianecki,wielkopolskie
Chełst-Wschód,część wsi Chełst,Drawsko,czarnkowsko-trzcianecki,wielkopolskie
Chemiczna,część miasta Pionki,Pionki m,radomski,mazowieckie
Chęciny,wieś,Gubin,krośnieński,lubuskie
Chichy,wieś,Małomice,żagański,lubuskie
Chinków,wieś,Solec-Zdrój,buski,świętokrzyskie
Chlastoń,część wsi Sitnica,Biecz,gorlicki,małopolskie
Chlebki,część wsi Tylmanowa,Ochotnica Dolna,nowotarski,małopolskie
Chlebowice,wieś,Głowno,zgierski,łódzkie
Chlebowo,osada,Miastko,bytowski,pomorskie
Chlebowo,wieś,Gryfino,gryfiński,zachodniopomorskie
Chlebów,wieś,Turek,turecki,wielkopolskie
Chlewiki,część wsi Łazy,Szczutowo,sierpecki,mazowieckie
Chlewiska,wieś,Kotuń,siedlecki,mazowieckie
Chlewiszcze,kolonia wsi Stawiszcze,Czeremcha,hajnowski,podlaskie
Chlewo,wieś,Grabów nad Prosną,ostrzeszowski,wielkopolskie
Chlipały,część wsi Szczawa,Kamienica,limanowski,małopolskie
Chludowo,część wsi Kamionna,Łochów,węgrowski,mazowieckie
Chłaniów-Kolonia,kolonia,Żółkiewka,krasnostawski,lubelskie
Chłodne,przysiółek wsi Stale,Grębów,tarnobrzeski,podkarpackie
Chłopigozd-Gajówka,osada leśna,Więcbork,sępoleński,kujawsko-pomorskie
Chłopków-Kolonia,wieś,Platerów,łosicki,mazowieckie
Chłopówko,osada,Myślibórz,myśliborski,zachodniopomorskie
Chłopy,wieś,Mielno,koszaliński,zachodniopomorskie
Chmiel Pierwszy,wieś,Jabłonna,lubelski,lubelskie
Chmielek,wieś,Łukowa,biłgorajski,lubelskie
Chmieleń Wielki,wieś,Krzynowłoga Mała,przasnyski,mazowieckie
Chmielew,wieś,Mińsk Mazowiecki,miński,mazowieckie
Chmielewo,osada,Sicienko,bydgoski,kujawsko-pomorskie
Chmielewo,wieś,Pułtusk,pułtuski,mazowieckie
Chmielewo,wieś,Orzysz,piski,warmińsko-mazurskie
Chmielinko,wieś,Lwówek,nowotomyski,wielkopolskie
Chmielna,część wsi Radków,Telatyn,tomaszowski,lubelskie
Chmielnik,część wsi Zagłówki,Zelów,bełchatowski,łódzkie
Chmielnik,część wsi Lipa,Głowaczów,kozienicki,mazowieckie
Chmielnik,kolonia,Czarna Białostocka,białostocki,podlaskie
Chmielnik,osada,Korsze,kętrzyński,warmińsko-mazurskie
